Artigo,Funexpression
BCIN_04g04500,BCIN_05g06510
BCIN_01g08280,BCIN_05g06700
BCIN_12g03720,BCIN_05g06780
BCIN_02g01300,BCIN_05g06840
BCIN_09g02490,BCIN_05g06880
BCIN_16g02860,BCIN_05g06970
BCIN_06g00640,BCIN_05g07050
BCIN_09g03860,BCIN_05g07150
BCIN_09g05550,BCIN_05g07160
BCIN_15g02460,BCIN_05g07180
BCIN_01g03590,BCIN_05g07200
BCIN_03g07470,BCIN_05g07210
BCIN_01g07230,BCIN_05g07220
BCIN_06g04900,BCIN_05g07230
BCIN_10g04350,BCIN_05g07240
BCIN_16g02200,BCIN_05g07250
BCIN_08g02150,BCIN_05g07340
BCIN_02g04370,BCIN_05g07350
BCIN_08g04200,BCIN_05g07400
BCIN_08g03570,BCIN_05g07480
BCIN_01g06750,BCIN_05g07520
BCIN_07g03480,BCIN_05g07910
BCIN_03g06350,BCIN_05g07990
BCIN_07g02250,BCIN_05g08000
BCIN_09g06160,BCIN_05g08050
BCIN_02g08290,BCIN_05g08290
BCIN_15g00330,BCIN_05g08390
BCIN_06g03070,BCIN_06g00130
BCIN_03g01920,BCIN_06g00390
BCIN_13g02400,BCIN_06g00430
BCIN_07g02520,BCIN_06g00440
BCIN_14g01030,BCIN_06g00530
BCIN_02g04360,BCIN_06g00590
BCIN_13g02510,BCIN_06g00710
BCIN_01g03510,BCIN_06g00720
BCIN_12g00160,BCIN_06g00960
BCIN_12g00970,BCIN_06g00970
BCIN_13g01370,BCIN_06g00990
BCIN_05g06920,BCIN_06g01000
BCIN_06g00140,BCIN_06g01020
BCIN_03g07050,BCIN_06g01030
BCIN_04g01400,BCIN_06g01160
BCIN_11g04230,BCIN_06g01170
BCIN_12g03930,BCIN_06g01180
BCIN_13g03740,BCIN_06g01230
BCIN_05g08270,BCIN_06g01390
BCIN_09g02460,BCIN_06g01510
BCIN_15g02880,BCIN_06g01540
BCIN_02g02110,BCIN_06g01620
BCIN_08g04420,BCIN_06g01720
BCIN_12g01410,BCIN_06g01780
BCIN_16g02880,BCIN_06g01790
BCIN_12g03970,BCIN_06g01840
BCIN_13g03750,BCIN_06g01880
BCIN_03g02110,BCIN_06g01910
BCIN_02g06860,BCIN_06g01980
BCIN_13g00750,BCIN_06g02090
BCIN_15g02740,BCIN_06g02240
BCIN_11g02710,BCIN_06g02250
BCIN_14g03090,BCIN_06g02330
BCIN_02g05610,BCIN_06g02360
BCIN_12g04260,BCIN_06g02370
BCIN_03g02120,BCIN_06g02390
BCIN_06g04940,BCIN_06g02410
BCIN_15g01190,BCIN_06g02420
BCIN_09g01550,BCIN_06g02490
BCIN_06g00270,BCIN_06g02610
BCIN_16g03680,BCIN_06g02620
BCIN_11g04710,BCIN_06g02640
BCIN_05g04130,BCIN_06g02850
BCIN_07g02750,BCIN_06g02860
BCIN_09g05630,BCIN_06g02910
BCIN_07g03760,BCIN_06g02930
BCIN_12g06600,BCIN_06g02970
BCIN_07g00270,BCIN_06g02980
BCIN_03g01490,BCIN_06g03090
BCIN_01g10990,BCIN_06g03100
BCIN_05g06190,BCIN_06g03110
BCIN_10g01030,BCIN_06g03180
BCIN_01g05370,BCIN_06g03250
BCIN_04g05060,BCIN_06g03270
BCIN_05g05040,BCIN_06g03400
BCIN_01g05300,BCIN_06g03600
BCIN_07g05140,BCIN_06g03660
BCIN_03g04960,BCIN_06g03670
BCIN_09g04190,BCIN_06g03800
BCIN_02g06520,BCIN_06g03810
BCIN_02g00480,BCIN_06g03960
BCIN_11g01190,BCIN_06g03970
BCIN_02g00790,BCIN_06g03990
BCIN_04g02040,BCIN_06g04000
BCIN_13g00130,BCIN_06g04070
BCIN_01g05950,BCIN_06g04080
BCIN_13g05610,BCIN_06g04090
BCIN_07g03200,BCIN_06g04110
BCIN_10g00570,BCIN_06g04400
BCIN_04g02150,BCIN_06g04410
BCIN_15g00500,BCIN_06g04420
BCIN_11g02290,BCIN_06g04530
BCIN_04g00770,BCIN_06g04540
BCIN_03g06990,BCIN_06g04640
BCIN_16g03010,BCIN_06g04670
BCIN_09g01850,BCIN_06g04820
BCIN_01g04630,BCIN_06g04830
BCIN_10g04260,BCIN_06g04880
BCIN_07g06170,BCIN_06g04960
BCIN_14g03730,BCIN_06g05080
BCIN_09g04200,BCIN_06g05130
BCIN_11g01430,BCIN_06g05240
BCIN_01g08510,BCIN_06g05260
BCIN_01g08710,BCIN_06g05270
BCIN_12g06450,BCIN_06g05300
BCIN_07g05960,BCIN_06g05340
BCIN_03g02950,BCIN_06g05360
BCIN_05g06200,BCIN_06g05380
BCIN_08g02860,BCIN_06g05400
BCIN_10g04710,BCIN_06g05430
BCIN_05g05810,BCIN_06g05440
BCIN_02g04670,BCIN_06g05520
BCIN_12g04240,BCIN_06g05600
BCIN_08g03680,BCIN_06g05730
BCIN_14g02370,BCIN_06g05770
BCIN_05g07100,BCIN_06g05780
BCIN_04g05440,BCIN_06g05850
BCIN_12g05420,BCIN_06g05890
BCIN_12g03540,BCIN_06g05900
BCIN_03g09050,BCIN_06g05930
BCIN_03g06500,BCIN_06g05940
BCIN_11g01230,BCIN_06g05960
BCIN_15g04110,BCIN_06g06010
BCIN_05g05590,BCIN_06g06020
BCIN_12g05730,BCIN_06g06080
BCIN_01g07180,BCIN_06g06140
BCIN_05g00510,BCIN_06g06270
BCIN_08g06410,BCIN_06g06360
BCIN_14g01560,BCIN_06g06370
BCIN_11g03590,BCIN_06g06420
BCIN_02g02400,BCIN_06g06480
BCIN_05g00440,BCIN_06g06500
BCIN_01g04850,BCIN_06g06590
BCIN_07g03590,BCIN_06g06640
BCIN_02g07930,BCIN_06g06670
BCIN_12g03030,BCIN_06g06730
BCIN_11g05240,BCIN_06g06760
BCIN_08g00730,BCIN_06g06920
BCIN_08g00650,BCIN_06g07110
BCIN_09g00540,BCIN_06g07150
BCIN_03g03610,BCIN_06g07160
BCIN_02g03050,BCIN_06g07190
BCIN_14g02690,BCIN_06g07210
BCIN_09g02480,BCIN_06g07430
BCIN_01g09610,BCIN_07g00050
BCIN_02g01520,BCIN_07g00060
BCIN_14g02973,BCIN_07g00070
BCIN_16g03700,BCIN_07g00110
BCIN_15g05540,BCIN_07g00160
BCIN_14g01380,BCIN_07g00180
BCIN_07g00330,BCIN_07g00230
BCIN_07g03600,BCIN_07g00340
BCIN_02g03820,BCIN_07g00360
BCIN_15g04450,BCIN_07g00370
BCIN_15g04670,BCIN_07g00380
BCIN_04g05000,BCIN_07g00400
BCIN_11g02720,BCIN_07g00490
BCIN_14g02170,BCIN_07g00510
BCIN_13g02850,BCIN_07g00720
BCIN_12g06520,BCIN_07g00730
BCIN_12g00050,BCIN_07g00750
BCIN_03g03390,BCIN_07g00760
BCIN_11g03530,BCIN_07g00790
BCIN_06g01270,BCIN_07g00960
BCIN_07g04380,BCIN_07g00970
BCIN_12g03130,BCIN_07g00990
BCIN_14g02920,BCIN_07g01000
BCIN_15g00380,BCIN_07g01010
BCIN_15g04950,BCIN_07g01020
BCIN_09g05510,BCIN_07g01050
BCIN_11g00500,BCIN_07g01060
BCIN_07g04850,BCIN_07g01380
BCIN_12g00260,BCIN_07g01460
BCIN_01g03460,BCIN_07g01480
BCIN_11g05680,BCIN_07g01550
BCIN_01g07870,BCIN_07g01600
BCIN_05g00960,BCIN_07g01610
BCIN_14g04580,BCIN_07g01700
BCIN_01g03370,BCIN_07g01900
BCIN_09g00120,BCIN_07g01910
BCIN_06g02400,BCIN_07g01960
BCIN_13g04240,BCIN_07g02070
BCIN_16g00830,BCIN_07g02100
BCIN_12g00010,BCIN_07g02120
BCIN_08g00140,BCIN_07g02140
BCIN_10g05280,BCIN_07g02160
BCIN_15g00740,BCIN_07g02170
BCIN_06g02030,BCIN_07g02280
BCIN_14g04870,BCIN_07g02480
BCIN_09g04470,BCIN_07g02740
BCIN_02g04690,BCIN_07g02770
BCIN_14g00110,BCIN_07g02790
BCIN_16g03130,BCIN_07g02860
BCIN_03g06680,BCIN_07g02960
BCIN_11g00410,BCIN_07g02980
BCIN_14g02840,BCIN_07g03000
BCIN_04g00400,BCIN_07g03050
BCIN_13g04720,BCIN_07g03180
BCIN_08g03150,BCIN_07g03240
BCIN_01g03180,BCIN_07g03260
BCIN_01g01550,BCIN_07g03270
BCIN_04g00360,BCIN_07g03300
BCIN_02g00230,BCIN_07g03310
BCIN_03g07380,BCIN_07g03380
BCIN_14g05230,BCIN_07g03390
BCIN_02g08380,BCIN_07g03500
BCIN_01g01490,BCIN_07g03510
BCIN_13g01180,BCIN_07g03520
BCIN_03g03040,BCIN_07g03750
BCIN_03g06490,BCIN_07g03770
BCIN_05g02340,BCIN_07g03780
BCIN_04g05860,BCIN_07g03840
BCIN_16g02720,BCIN_07g03890
BCIN_02g00420,BCIN_07g03930
BCIN_10g01120,BCIN_07g04020
BCIN_11g04130,BCIN_07g04130
BCIN_06g00820,BCIN_07g04200
BCIN_08g02070,BCIN_07g04330
BCIN_05g04580,BCIN_07g04340
BCIN_02g08990,BCIN_07g04430
BCIN_06g01930,BCIN_07g04590
BCIN_09g00960,BCIN_07g04650
BCIN_08g06100,BCIN_07g04660
BCIN_15g02780,BCIN_07g04700
BCIN_09g02860,BCIN_07g04720
BCIN_15g01910,BCIN_07g04730
BCIN_09g02680,BCIN_07g04750
BCIN_07g02350,BCIN_07g04760
BCIN_16g02010,BCIN_07g04780
BCIN_16g04580,BCIN_07g04800
BCIN_03g03740,BCIN_07g04830
BCIN_02g01560,BCIN_07g04890
BCIN_01g07750,BCIN_07g04910
BCIN_11g04770,BCIN_07g04920
BCIN_02g07430,BCIN_07g04950
BCIN_03g08670,BCIN_07g05050
BCIN_12g03410,BCIN_07g05060
BCIN_15g01250,BCIN_07g05160
BCIN_01g08860,BCIN_07g05490
BCIN_04g06860,BCIN_07g05620
BCIN_16g03800,BCIN_07g05710
BCIN_08g02210,BCIN_07g05720
BCIN_06g01680,BCIN_07g05830
BCIN_12g05690,BCIN_07g05920
BCIN_12g04170,BCIN_07g05930
BCIN_08g05630,BCIN_07g06070
BCIN_05g07310,BCIN_07g06080
BCIN_04g03390,BCIN_07g06120
BCIN_15g04790,BCIN_07g06200
BCIN_14g05340,BCIN_07g06430
BCIN_02g00820,BCIN_07g06460
BCIN_13g03450,BCIN_07g06490
BCIN_02g02450,BCIN_07g06510
BCIN_01g04530,BCIN_07g06680
BCIN_02g02350,BCIN_07g06810
BCIN_01g09970,BCIN_07g06820
BCIN_05g06490,BCIN_07g06960
BCIN_02g08420,BCIN_07g06970
BCIN_05g06910,BCIN_07g07030
BCIN_01g09950,BCIN_07g07070
BCIN_12g02610,BCIN_07g07110
BCIN_15g05190,BCIN_07p03530
BCIN_04g00920,BCIN_08g00160
BCIN_09g04390,BCIN_08g00290
BCIN_11g05520,BCIN_08g00320
BCIN_15g00430,BCIN_08g00330
BCIN_12g06620,BCIN_08g00350
BCIN_06g04720,BCIN_08g00440
BCIN_02g09340,BCIN_08g00550
BCIN_15g04190,BCIN_08g00570
BCIN_13g02500,BCIN_08g00640
BCIN_04g00330,BCIN_08g00700
BCIN_11g03450,BCIN_08g00830
BCIN_02g04930,BCIN_08g00920
BCIN_02g08070,BCIN_08g01040
BCIN_02g07120,BCIN_08g01060
BCIN_09g00530,BCIN_08g01070
BCIN_02g06150,BCIN_08g01080
BCIN_13g03760,BCIN_08g01090
BCIN_16g00530,BCIN_08g01100
BCIN_12g00140,BCIN_08g01110
BCIN_02g00830,BCIN_08g01160
BCIN_02g02790,BCIN_08g01250
BCIN_14g02960,BCIN_08g01260
BCIN_03g08630,BCIN_08g01270
BCIN_06g06460,BCIN_08g01470
BCIN_12g03670,BCIN_08g01560
BCIN_16g00780,BCIN_08g01570
BCIN_09g05170,BCIN_08g01580
BCIN_01g10530,BCIN_08g01590
BCIN_05g01300,BCIN_08g01710
BCIN_13g02750,BCIN_08g01780
BCIN_12g00280,BCIN_08g01810
BCIN_02g00140,BCIN_08g01830
BCIN_09g06440,BCIN_08g01840
BCIN_07g05540,BCIN_08g01860
BCIN_01g08110,BCIN_08g02140
BCIN_08g01990,BCIN_08g02230
BCIN_02g04610,BCIN_08g02320
BCIN_03g00910,BCIN_08g02530
BCIN_02g05720,BCIN_08g02540
BCIN_03g04170,BCIN_08g02580
BCIN_16g01370,BCIN_08g02590
BCIN_11g06530,BCIN_08g02680
BCIN_12g03710,BCIN_08g02700
BCIN_07g04680,BCIN_08g02710
BCIN_01g00970,BCIN_08g02720
BCIN_15g02710,BCIN_08g02730
BCIN_06g04060,BCIN_08g02880
BCIN_15g04620,BCIN_08g02970
BCIN_02g03550,BCIN_08g02990
BCIN_02g07560,BCIN_08g03000
BCIN_15g02330,BCIN_08g03030
BCIN_02g03790,BCIN_08g03050
BCIN_01g03950,BCIN_08g03120
BCIN_02g09090,BCIN_08g03180
BCIN_01g06640,BCIN_08g03260
BCIN_07g01990,BCIN_08g03380
BCIN_06g06880,BCIN_08g03390
BCIN_01g08850,BCIN_08g03440
BCIN_05g03180,BCIN_08g03450
BCIN_01g01400,BCIN_08g03460
BCIN_02g00960,BCIN_08g03490
BCIN_09g05160,BCIN_08g03500
BCIN_10g01960,BCIN_08g03520
BCIN_08g05950,BCIN_08g03540
BCIN_13g00690,BCIN_08g03550
BCIN_05g03730,BCIN_08g03650
BCIN_03g00100,BCIN_08g03660
BCIN_01g10580,BCIN_08g03670
BCIN_16g00290,BCIN_08g03780
BCIN_09g04920,BCIN_08g03830
BCIN_05g05760,BCIN_08g03850
BCIN_12g06180,BCIN_08g03920
BCIN_03g09210,BCIN_08g03970
BCIN_12g05580,BCIN_08g03990
BCIN_09g05250,BCIN_08g04000
BCIN_05g04430,BCIN_08g04050
BCIN_08g06700,BCIN_08g04120
BCIN_05g05720,BCIN_08g04140
BCIN_05g07840,BCIN_08g04180
BCIN_13g03500,BCIN_08g04240
BCIN_16g03380,BCIN_08g04290
BCIN_12g01780,BCIN_08g04300
BCIN_14g01010,BCIN_08g04450
BCIN_11g01040,BCIN_08g04460
BCIN_13g02980,BCIN_08g04630
BCIN_01g11390,BCIN_08g04640
BCIN_01g04980,BCIN_08g04710
BCIN_15g01650,BCIN_08g04760
BCIN_15g05440,BCIN_08g04780
BCIN_07g06670,BCIN_08g04820
BCIN_02g01640,BCIN_08g04830
BCIN_16g04100,BCIN_08g04890
BCIN_06g05720,BCIN_08g04900
BCIN_06g04150,BCIN_08g04940
BCIN_03g02530,BCIN_08g04990
BCIN_16g03090,BCIN_08g05000
BCIN_10g02960,BCIN_08g05010
BCIN_06g05350,BCIN_08g05040
BCIN_13g05530,BCIN_08g05050
BCIN_02g03260,BCIN_08g05070
BCIN_11g03880,BCIN_08g05090
BCIN_15g03330,BCIN_08g05100
BCIN_13g02460,BCIN_08g05150
BCIN_03g05810,BCIN_08g05160
BCIN_01g02990,BCIN_08g05240
BCIN_14g02800,BCIN_08g05310
BCIN_03g08150,BCIN_08g05360
BCIN_05g01730,BCIN_08g05420
BCIN_13g04170,BCIN_08g05430
BCIN_02g05750,BCIN_08g05500
BCIN_14g03400,BCIN_08g05760
BCIN_01g01940,BCIN_08g05780
BCIN_02g05180,BCIN_08g05880
BCIN_05g06640,BCIN_08g05930
BCIN_03g05410,BCIN_08g06140
BCIN_09g02600,BCIN_08g06350
BCIN_05g04890,BCIN_08g06420
BCIN_03g05420,BCIN_08g06450
BCIN_03g05240,BCIN_08g06490
BCIN_12g04300,BCIN_08g06500
BCIN_10g02660,BCIN_08g06630
BCIN_03g05910,BCIN_08g06680
BCIN_11g04220,BCIN_08g06710
BCIN_01g07720,BCIN_08g06730
BCIN_17g00230,BCIN_08g06800
BCIN_03g02370,BCIN_08g06830
BCIN_12g03760,BCIN_08g06840
BCIN_09g05800,BCIN_08g06860
BCIN_08g00110,BCIN_08g06990
BCIN_08g06600,BCIN_08g07120
BCIN_02g08480,BCIN_09g00100
BCIN_05g05160,BCIN_09g00110
BCIN_08g00340,BCIN_09g00160
BCIN_14g02450,BCIN_09g00170
BCIN_09g04600,BCIN_09g00190
BCIN_03g07460,BCIN_09g00220
BCIN_01g04030,BCIN_09g00230
BCIN_11g04720,BCIN_09g00240
BCIN_01g10140,BCIN_09g00260
BCIN_10g00600,BCIN_09g00350
BCIN_02g05880,BCIN_09g00370
BCIN_11g02610,BCIN_09g00500
BCIN_08g02020,BCIN_09g00570
BCIN_02g07580,BCIN_09g00650
BCIN_12g01020,BCIN_09g00660
BCIN_15g02790,BCIN_09g00730
BCIN_04g03220,BCIN_09g00750
BCIN_07g03980,BCIN_09g00810
BCIN_01g09490,BCIN_09g00830
BCIN_10g02050,BCIN_09g00870
BCIN_04g00600,BCIN_09g01170
BCIN_08g02170,BCIN_09g01180
BCIN_01g00950,BCIN_09g01210
BCIN_06g00830,BCIN_09g01240
BCIN_14g01910,BCIN_09g01260
BCIN_05g03850,BCIN_09g01310
BCIN_12g06460,BCIN_09g01360
BCIN_04g04320,BCIN_09g01420
BCIN_02g02250,BCIN_09g01520
BCIN_03g00610,BCIN_09g01580
BCIN_02g05730,BCIN_09g01590
BCIN_02g06810,BCIN_09g01610
BCIN_05g08110,BCIN_09g01670
BCIN_15g03850,BCIN_09g01690
BCIN_08g01130,BCIN_09g01770
BCIN_11g00830,BCIN_09g01800
BCIN_05g06250,BCIN_09g01830
BCIN_14g00290,BCIN_09g01910
BCIN_02g01650,BCIN_09g01980
BCIN_15g01490,BCIN_09g01990
BCIN_08g00210,BCIN_09g02040
BCIN_03g01780,BCIN_09g02130
BCIN_03g08640,BCIN_09g02400
BCIN_03g02430,BCIN_09g02440
BCIN_01g11230,BCIN_09g02560
BCIN_07g00410,BCIN_09g02630
BCIN_09g02690,BCIN_09g02800
BCIN_15g02270,BCIN_09g02820
BCIN_12g02960,BCIN_09g02950
BCIN_08g05200,BCIN_09g02960
BCIN_05g02410,BCIN_09g03040
BCIN_16g03360,BCIN_09g03050
BCIN_12g04540,BCIN_09g03060
BCIN_02g02770,BCIN_09g03090
BCIN_15g04200,BCIN_09g03110
BCIN_08g01770,BCIN_09g03120
BCIN_06g02280,BCIN_09g03190
BCIN_14g03230,BCIN_09g03210
BCIN_07g06610,BCIN_09g03330
BCIN_04g03280,BCIN_09g03410
BCIN_04g01410,BCIN_09g03440
BCIN_06g04860,BCIN_09g03490
BCIN_11g01400,BCIN_09g03820
BCIN_10g04090,BCIN_09g03900
BCIN_01g04050,BCIN_09g03930
BCIN_09g01150,BCIN_09g04100
BCIN_01g07640,BCIN_09g04160
BCIN_11g05260,BCIN_09g04270
BCIN_08g06930,BCIN_09g04280
BCIN_03g02080,BCIN_09g04410
BCIN_16g04770,BCIN_09g04520
BCIN_05g01310,BCIN_09g04540
BCIN_02g06070,BCIN_09g04550
BCIN_05g07280,BCIN_09g04580
BCIN_08g03330,BCIN_09g04620
BCIN_09g05290,BCIN_09g04630
BCIN_08g05850,BCIN_09g04690
BCIN_14g02280,BCIN_09g04710
BCIN_08g02430,BCIN_09g04730
BCIN_11g04690,BCIN_09g05000
BCIN_06g03510,BCIN_09g05080
BCIN_03g04860,BCIN_09g05100
BCIN_04g05450,BCIN_09g05270
BCIN_04g05680,BCIN_09g05310
BCIN_05g06660,BCIN_09g05380
BCIN_05g03490,BCIN_09g05440
BCIN_12g01420,BCIN_09g05580
BCIN_03g01570,BCIN_09g05610
BCIN_04g01910,BCIN_09g05910
BCIN_01g11240,BCIN_09g05930
BCIN_10g02360,BCIN_09g05940
BCIN_03g08090,BCIN_09g06090
BCIN_16g03720,BCIN_09g06180
BCIN_16g01330,BCIN_09g06240
BCIN_11g00400,BCIN_09g06300
BCIN_13g04550,BCIN_09g06410
BCIN_04g00320,BCIN_09g06420
BCIN_04g05430,BCIN_09g06580
BCIN_05g03100,BCIN_09g06590
BCIN_01g09990,BCIN_09g06630
BCIN_11g01910,BCIN_09g06640
BCIN_13g01510,BCIN_09g06670
BCIN_04g00260,BCIN_09g06680
BCIN_02g03430,BCIN_09g06690
BCIN_08g00090,BCIN_09g06700
BCIN_16g04990,BCIN_09g06710
BCIN_01g09450,BCIN_09g06840
BCIN_09g06970,BCIN_09g06850
BCIN_06g06800,BCIN_09g06980
BCIN_11g01380,BCIN_09g07100
BCIN_09g04380,BCIN_09g07110
BCIN_02g04250,BCIN_09g07130
BCIN_09g01250,BCIN_10g00130
BCIN_01g09520,BCIN_10g00200
BCIN_04g04800,BCIN_10g00340
BCIN_16g00320,BCIN_10g00460
BCIN_05g02940,BCIN_10g00480
BCIN_09g02770,BCIN_10g00490
BCIN_13g03180,BCIN_10g00520
BCIN_07g06790,BCIN_10g00580
BCIN_16g02640,BCIN_10g00640
BCIN_11g02010,BCIN_10g00680
BCIN_08g06270,BCIN_10g00750
BCIN_05g07090,BCIN_10g00780
BCIN_07g05300,BCIN_10g00940
BCIN_02g01690,BCIN_10g00970
BCIN_01g10790,BCIN_10g00980
BCIN_09g02550,BCIN_10g01020
BCIN_15g05030,BCIN_10g01050
BCIN_16g02910,BCIN_10g01060
BCIN_13g04440,BCIN_10g01080
BCIN_11g01650,BCIN_10g01190
BCIN_16g03590,BCIN_10g01250
BCIN_03g03270,BCIN_10g01280
BCIN_06g07370,BCIN_10g01330
BCIN_10g01160,BCIN_10g01340
BCIN_12g05050,BCIN_10g01350
BCIN_02g08020,BCIN_10g01380
BCIN_05g07070,BCIN_10g01390
BCIN_11g02300,BCIN_10g01470
BCIN_10g03780,BCIN_10g01660
BCIN_11g02450,BCIN_10g01780
BCIN_15g02560,BCIN_10g01880
BCIN_12g04760,BCIN_10g02130
BCIN_12g02450,BCIN_10g02140
BCIN_01g01520,BCIN_10g02200
BCIN_11g05460,BCIN_10g02300
BCIN_01g05210,BCIN_10g02370
BCIN_07g02800,BCIN_10g02380
BCIN_01g11350,BCIN_10g02390
BCIN_06g05910,BCIN_10g02420
BCIN_01g03540,BCIN_10g02460
BCIN_03g05210,BCIN_10g02630
BCIN_09g02850,BCIN_10g02810
BCIN_06g06130,BCIN_10g02850
BCIN_16g02830,BCIN_10g02870
BCIN_01g02500,BCIN_10g02940
BCIN_04g03890,BCIN_10g02980
BCIN_06g02190,BCIN_10g02990
BCIN_04g05270,BCIN_10g03010
BCIN_06g01580,BCIN_10g03040
BCIN_11g02110,BCIN_10g03050
BCIN_16g04280,BCIN_10g03060
BCIN_06g05690,BCIN_10g03120
BCIN_08g04860,BCIN_10g03150
BCIN_01g03680,BCIN_10g03220
BCIN_04g03310,BCIN_10g03240
BCIN_15g03660,BCIN_10g03280
BCIN_05g00320,BCIN_10g03290
BCIN_02g05930,BCIN_10g03370
BCIN_09g02910,BCIN_10g03410
BCIN_15g05130,BCIN_10g03420
BCIN_13g00790,BCIN_10g03430
BCIN_09g05330,BCIN_10g03440
BCIN_06g01520,BCIN_10g03560
BCIN_05g04310,BCIN_10g03570
BCIN_06g02460,BCIN_10g03610
BCIN_11g02070,BCIN_10g03700
BCIN_01g05330,BCIN_10g03730
BCIN_02g05870,BCIN_10g03740
BCIN_03g05180,BCIN_10g03760
BCIN_05g04420,BCIN_10g03770
BCIN_11g05190,BCIN_10g03820
BCIN_11g05570,BCIN_10g03880
BCIN_10g00300,BCIN_10g03980
BCIN_06g00022,BCIN_10g04000
BCIN_08g02510,BCIN_10g04010
BCIN_15g05280,BCIN_10g04060
BCIN_14g04920,BCIN_10g04110
BCIN_09g03640,BCIN_10g04120
BCIN_05g08030,BCIN_10g04280
BCIN_03g06330,BCIN_10g04310
BCIN_01g02120,BCIN_10g04320
BCIN_08g03210,BCIN_10g04450
BCIN_07g05400,BCIN_10g04530
BCIN_13g04350,BCIN_10g04600
BCIN_01g02670,BCIN_10g04820
BCIN_10g00950,BCIN_10g04950
BCIN_03g00270,BCIN_10g04960
BCIN_08g05520,BCIN_10g04990
BCIN_05g07670,BCIN_10g05020
BCIN_08g07050,BCIN_10g05060
BCIN_12g05960,BCIN_10g05100
BCIN_08g06380,BCIN_10g05150
BCIN_12g02310,BCIN_10g05170
BCIN_02g06030,BCIN_10g05180
BCIN_05g05450,BCIN_10g05190
BCIN_12g05220,BCIN_10g05250
BCIN_02g05050,BCIN_10g05290
BCIN_07g01470,BCIN_10g05330
BCIN_01g00500,BCIN_10g05510
BCIN_09g02230,BCIN_10g05540
BCIN_06g07410,BCIN_10g05560
BCIN_05g08320,BCIN_10g05590
BCIN_12g06740,BCIN_10g05600
BCIN_08g03940,BCIN_10g05610
BCIN_14g01480,BCIN_10g05670
BCIN_01g10160,BCIN_10g05690
BCIN_04g01940,BCIN_10g05740
BCIN_03g01040,BCIN_10g05770
BCIN_09g06450,BCIN_10g05780
BCIN_06g06290,BCIN_10g05960
BCIN_01g08400,BCIN_10g05970
BCIN_05g00810,BCIN_10g05990
BCIN_09g04910,BCIN_10g06000
BCIN_12g06230,BCIN_10g06020
BCIN_09g03570,BCIN_10g06050
BCIN_08g01520,BCIN_10g06070
BCIN_05g02140,BCIN_10g06080
BCIN_12g06440,BCIN_10g06240
BCIN_02g05770,BCIN_11g00010
BCIN_10g03600,BCIN_11g00080
BCIN_03g00920,BCIN_11g00090
BCIN_03g08080,BCIN_11g00100
BCIN_12g04660,BCIN_11g00200
BCIN_14g01440,BCIN_11g00230
BCIN_15g04350,BCIN_11g00300
BCIN_14g01510,BCIN_11g00310
BCIN_07g01340,BCIN_11g00320
BCIN_11g03420,BCIN_11g00470
BCIN_02g08350,BCIN_11g00490
BCIN_16g03410,BCIN_11g00560
BCIN_04g01280,BCIN_11g00620
BCIN_14g04940,BCIN_11g00660
BCIN_09g06250,BCIN_11g00690
BCIN_08g04250,BCIN_11g00730
BCIN_02g08940,BCIN_11g00750
BCIN_10g02000,BCIN_11g00780
BCIN_02g09370,BCIN_11g00800
BCIN_04g01040,BCIN_11g00940
BCIN_06g00510,BCIN_11g00980
BCIN_06g05980,BCIN_11g01200
BCIN_09g02750,BCIN_11g01290
BCIN_01g08470,BCIN_11g01300
BCIN_10g00190,BCIN_11g01310
BCIN_02g01060,BCIN_11g01360
BCIN_06g03360,BCIN_11g01600
BCIN_11g05290,BCIN_11g01680
BCIN_09g02000,BCIN_11g01930
BCIN_05g01030,BCIN_11g01940
BCIN_01g00580,BCIN_11g01980
BCIN_11g01810,BCIN_11g01990
BCIN_11g02180,BCIN_11g02410
BCIN_11g01280,BCIN_11g02440
BCIN_02g06400,BCIN_11g02810
BCIN_09g06620,BCIN_11g02820
BCIN_16g01450,BCIN_11g02920
BCIN_15g01930,BCIN_11g02930
BCIN_13g04730,BCIN_11g03060
BCIN_01g07210,BCIN_11g03080
BCIN_01g10020,BCIN_11g03110
BCIN_11g04060,BCIN_11g03190
BCIN_14g00970,BCIN_11g03230
BCIN_01g06650,BCIN_11g03250
BCIN_08g06430,BCIN_11g03290
BCIN_11g02240,BCIN_11g03300
BCIN_04g06990,BCIN_11g03310
BCIN_08g02030,BCIN_11g03330
BCIN_08g01530,BCIN_11g03400
BCIN_04g04100,BCIN_11g03520
BCIN_02g01620,BCIN_11g03560
BCIN_13g02330,BCIN_11g03620
BCIN_12g03290,BCIN_11g03640
BCIN_01g03010,BCIN_11g03680
BCIN_06g07300,BCIN_11g03700
BCIN_10g01840,BCIN_11g03710
BCIN_05g01630,BCIN_11g03730
BCIN_01g05420,BCIN_11g03800
BCIN_06g02770,BCIN_11g03810
BCIN_01g11430,BCIN_11g03830
BCIN_01g10300,BCIN_11g03860
BCIN_14g01750,BCIN_11g03910
BCIN_13g00370,BCIN_11g03940
BCIN_14g00340,BCIN_11g03960
BCIN_01g04170,BCIN_11g04010
BCIN_03g06980,BCIN_11g04070
BCIN_04g05970,BCIN_11g04190
BCIN_14g05260,BCIN_11g04240
BCIN_06g05050,BCIN_11g04250
BCIN_05g01380,BCIN_11g04300
