index,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significance
BCIN_01g00370,11970.60114506135,-0.3565528247830998,0.1137823797329141,-3.1336383157045087,0.0017265352549713,0.0076271736875407,DOWN
BCIN_01g00400,2332.7466140750244,-0.3964099908444152,0.116056438831061,-3.4156656436912916,0.0006362631880998,0.0032663520632688,DOWN
BCIN_01g00500,730.4051599890187,-0.6493943473938678,0.1263338373461329,-5.14030414206955,2.742941098140543e-07,3.5455295912957467e-06,DOWN
BCIN_01g00590,210.31256494121965,-1.1584183454039687,0.2207009747462131,-5.248813906400044,1.5308161624539426e-07,2.1340798805278124e-06,DOWN
BCIN_01g00630,1642.4041718580136,-0.4092606884733726,0.1396636052979637,-2.9303316894923346,0.0033860036640333,0.0134152127610859,DOWN
BCIN_01g00650,195.87487563536249,-0.5318939611624297,0.1939139108638897,-2.742938651450188,0.0060892060564624,0.021818815747139,DOWN
BCIN_01g00750,3210.4417123098715,-0.7328694414199582,0.1593205798539148,-4.599967198788412,4.225574719666081e-06,4.134726771763594e-05,DOWN
BCIN_01g00790,701.3900063406135,-0.7913846503484656,0.2726911288874062,-2.902128329503623,0.0037063667531721,0.0144326153779958,DOWN
BCIN_01g00860,332.59290211107435,-1.0240955905096203,0.2329329328304089,-4.396525549503262,1.0999741846285828e-05,9.83891029553824e-05,DOWN
BCIN_01g00890,668.2152421376733,-0.4651195995746133,0.1620601211951854,-2.8700435131380826,0.0041041531657526,0.0156978061763535,DOWN
BCIN_01g00950,292.7557354828413,-0.4251442481479728,0.1435164748062033,-2.9623375903154257,0.0030531283102015,0.0122577783010018,DOWN
BCIN_01g01250,10.730419402307684,-1.9264482408826005,0.6586034171391595,-2.9250504791649936,0.0034440035174204,0.0136151263141233,DOWN
BCIN_01g01300,1389.8813879377476,-1.7918469342600218,0.3300990485838922,-5.428209932585241,5.6922063187757474e-08,8.747064025300213e-07,DOWN
BCIN_01g01450,64.11410109250917,-2.1106545060253814,0.4287880808910544,-4.92237214625761,8.550142372932912e-07,9.821330030075218e-06,DOWN
BCIN_01g01460,181.61092172127283,-1.26978145727525,0.2259006046165187,-5.620974142281682,1.8988369505019052e-08,3.2909122956538613e-07,DOWN
BCIN_01g01480,439.89248991219574,-2.4123653430045557,0.283419135352469,-8.511653032899357,1.7147102961736878e-17,1.3080099949403792e-15,DOWN
BCIN_01g01490,470.82247438103985,-0.4001597576976938,0.1294874294602329,-3.0903367173613354,0.0019992969896349,0.0086246057314717,DOWN
BCIN_01g01520,4417.983922957427,-0.4168902034522798,0.1120890401520457,-3.719277129028668,0.0001997937495248,0.0012240757323829,DOWN
BCIN_01g01550,1871.787925972552,-1.5032995061951957,0.3994575731620968,-3.763352123468612,0.0001676508789281,0.0010551971647589,DOWN
BCIN_01g01580,241.9675897927351,-0.4263379122719226,0.1772919897427866,-2.4047217975862827,0.0161847815430231,0.0488474654984749,DOWN
BCIN_01g01710,6054.433674484,-0.2921916648233451,0.1049732079373051,-2.7834880019848063,0.0053777851443569,0.0197205489244533,DOWN
BCIN_01g01820,1487.3549187994931,-0.5530390754936719,0.1267604054061402,-4.362869254967553,1.2836766629009192e-05,0.0001120450089648,DOWN
BCIN_01g01840,607.4687800929945,-0.4171288942137424,0.1737816553773929,-2.400304527585979,0.0163814373280156,0.0492488840236097,DOWN
BCIN_01g01940,645.1986798941282,-0.4596254441643928,0.133316414410076,-3.4476283074235945,0.0005655317210168,0.0029636379303603,DOWN
BCIN_01g02100,1112.5993755302754,-0.7831759828001389,0.140045303517174,-5.59230451240442,2.240753786947063e-08,3.828366722430693e-07,DOWN
BCIN_01g02120,3881.372898743986,-0.3570425084659661,0.1079038388051705,-3.3088953314315015,0.0009366484629934,0.0045537594933327,DOWN
BCIN_01g02270,3283.1527576339736,-0.8593266334782612,0.211560937097186,-4.061839795517199,4.868748591083155e-05,0.0003604804151648,DOWN
BCIN_01g02350,354.90567621851574,-0.451355455664537,0.1797593317669429,-2.5108874806550636,0.0120428075560346,0.0384234731802553,DOWN
BCIN_01g02490,884.2327309828985,-0.8982230789893919,0.1772332176260165,-5.068028956539912,4.019562677792318e-07,4.9533450427584055e-06,DOWN
BCIN_01g02500,1079.9771293202846,-0.5783945552930306,0.1867877297761086,-3.096533996030242,0.0019579740924434,0.0084744199077072,DOWN
BCIN_01g02600,2940.529871006061,-0.5132698776982995,0.1787966276140764,-2.8706910446105662,0.0040957561866162,0.015676760075416,DOWN
BCIN_01g02670,5217.757802855562,-0.3758359559515566,0.1291698796873211,-2.909625346569456,0.0036186224905082,0.0141658542888274,DOWN
BCIN_01g02690,703.0278829553018,-0.5287846975094574,0.1455353906441111,-3.6333753265728688,0.0002797376432609,0.0016264724378975,DOWN
BCIN_01g02700,134.27498439341403,-1.177573058350674,0.2447726054509811,-4.8108858267903605,1.5026283830114302e-06,1.6325446985737025e-05,DOWN
BCIN_01g02880,2743.941858429427,-1.9463505917905333,0.2173805498632717,-8.953655665213613,3.4390036236414024e-19,3.0533842009248914e-17,DOWN
BCIN_01g02900,850.1398146294205,-1.3526446678631854,0.2017705872444107,-6.7038743671033,2.029647811918197e-11,6.263574102193135e-10,DOWN
BCIN_01g02910,696.9503951086225,-1.3340064068514133,0.1708325235876476,-7.808855005100861,5.7709843358325265e-15,2.9626209633051153e-13,DOWN
BCIN_01g02990,844.6778440042816,-0.396741850956249,0.1327677230348959,-2.98824022802569,0.0028058891349505,0.0113982474272175,DOWN
BCIN_01g03000,20764.459035934146,-0.317832804561394,0.1009351815100406,-3.1488802992817444,0.0016389731388607,0.0073119262933031,DOWN
BCIN_01g03060,1733.4072879443363,-0.8432550984153299,0.1983022258669725,-4.2523733393744765,2.1151685235067952e-05,0.0001733094209275,DOWN
BCIN_01g03070,258.0359502504448,-0.7866317651290706,0.1535501982379536,-5.122961573192133,3.0077366342383e-07,3.83743265277612e-06,DOWN
