Artigo,Funexpression
BCIN_01g05550,BCIN_06g00620
BCIN_08g05200,BCIN_06g00630
BCIN_05g02090,BCIN_06g00680
BCIN_10g02940,BCIN_06g00690
BCIN_13g01090,BCIN_06g00740
BCIN_08g00270,BCIN_06g00770
BCIN_06g07430,BCIN_06g01090
BCIN_07g02170,BCIN_06g01160
BCIN_14g04330,BCIN_06g01220
BCIN_09g00730,BCIN_06g01420
BCIN_07g01330,BCIN_06g01440
BCIN_14g00840,BCIN_06g01460
BCIN_07g07100,BCIN_06g01470
BCIN_06g05790,BCIN_06g01480
BCIN_11g00930,BCIN_06g01530
BCIN_10g03430,BCIN_06g01630
BCIN_13g03090,BCIN_06g01680
BCIN_09g03110,BCIN_06g01730
BCIN_01g03830,BCIN_06g01740
BCIN_05g02180,BCIN_06g01930
BCIN_09g01890,BCIN_06g02020
BCIN_15g01190,BCIN_06g02030
BCIN_05g02330,BCIN_06g02140
BCIN_11g03300,BCIN_06g02290
BCIN_02g03470,BCIN_06g02380
BCIN_03g00760,BCIN_06g02400
BCIN_03g08860,BCIN_06g02460
BCIN_03g06100,BCIN_06g02470
BCIN_02g07090,BCIN_06g02510
BCIN_14g02590,BCIN_06g02540
BCIN_08g02230,BCIN_06g02700
BCIN_15g02750,BCIN_06g02720
BCIN_01g07740,BCIN_06g02830
BCIN_15g02000,BCIN_06g03070
BCIN_15g02650,BCIN_06g03160
BCIN_01g10810,BCIN_06g03320
BCIN_12g03250,BCIN_06g03480
BCIN_13g01440,BCIN_06g03510
BCIN_16g03080,BCIN_06g03540
BCIN_16g05080,BCIN_06g03610
BCIN_01g00950,BCIN_06g03780
BCIN_02g08280,BCIN_06g03890
BCIN_15g01290,BCIN_06g04030
BCIN_15g00270,BCIN_06g04060
BCIN_07g06910,BCIN_06g04130
BCIN_11g01840,BCIN_06g04360
BCIN_04g02210,BCIN_06g04460
BCIN_13g04000,BCIN_06g04470
BCIN_09g01590,BCIN_06g04520
BCIN_08g02930,BCIN_06g04560
BCIN_07g04930,BCIN_06g04680
BCIN_05g03770,BCIN_06g04700
BCIN_07g01420,BCIN_06g04720
BCIN_05g03600,BCIN_06g04730
BCIN_03g04150,BCIN_06g04800
BCIN_14g02030,BCIN_06g04810
BCIN_15g03290,BCIN_06g04840
BCIN_14g03980,BCIN_06g04850
BCIN_02g02280,BCIN_06g04860
BCIN_07g04430,BCIN_06g04870
BCIN_05g01340,BCIN_06g04900
BCIN_04g00850,BCIN_06g04930
BCIN_11g03520,BCIN_06g05170
BCIN_04g01520,BCIN_06g05200
BCIN_06g00810,BCIN_06g05210
BCIN_06g06070,BCIN_06g05320
BCIN_09g00240,BCIN_06g05410
BCIN_12g02430,BCIN_06g05560
BCIN_15g03900,BCIN_06g05590
BCIN_02g05520,BCIN_06g05690
BCIN_07g03020,BCIN_06g05980
BCIN_02g05540,BCIN_06g06190
BCIN_07g04420,BCIN_06g06290
BCIN_08g04900,BCIN_06g06350
BCIN_01g02070,BCIN_06g06380
BCIN_04g00660,BCIN_06g06470
BCIN_15g02080,BCIN_06g06510
BCIN_08g03120,BCIN_06g06670
BCIN_04g06360,BCIN_06g06770
BCIN_10g02440,BCIN_06g06800
BCIN_14g01530,BCIN_06g07020
BCIN_07g06300,BCIN_06g07040
BCIN_08g06860,BCIN_06g07350
BCIN_15g03020,BCIN_06g07380
BCIN_02g09280,BCIN_06g07410
BCIN_11g03730,BCIN_07g00170
BCIN_02g01910,BCIN_07g00270
BCIN_16g01500,BCIN_07g00310
BCIN_06g05360,BCIN_07g00330
BCIN_11g04240,BCIN_07g00350
BCIN_12g01500,BCIN_07g00470
BCIN_01g09910,BCIN_07g00530
BCIN_12g06730,BCIN_07g00710
BCIN_02g03110,BCIN_07g00780
BCIN_13g02390,BCIN_07g00840
BCIN_02g07870,BCIN_07g01080
BCIN_10g03900,BCIN_07g01090
BCIN_01g03930,BCIN_07g01240
BCIN_04g05380,BCIN_07g01340
BCIN_13g00050,BCIN_07g01470
BCIN_06g06370,BCIN_07g01530
BCIN_09g05930,BCIN_07g01560
BCIN_02g09040,BCIN_07g01720
BCIN_06g02240,BCIN_07g01750
BCIN_01g08830,BCIN_07g01840
BCIN_15g00670,BCIN_07g02350
BCIN_07g04830,BCIN_07g02370
BCIN_16g01050,BCIN_07g02390
BCIN_12g05690,BCIN_07g02430
BCIN_14g04810,BCIN_07g02510
BCIN_01g06940,BCIN_07g02530
BCIN_03g04570,BCIN_07g02590
BCIN_08g01040,BCIN_07g02730
BCIN_03g04770,BCIN_07g02740
BCIN_11g04740,BCIN_07g02890
BCIN_07g01550,BCIN_07g02930
BCIN_01g07340,BCIN_07g03040
BCIN_01g07520,BCIN_07g03110
BCIN_04g06030,BCIN_07g03170
BCIN_11g01970,BCIN_07g03280
BCIN_06g02530,BCIN_07g03600
BCIN_07g00510,BCIN_07g03610
BCIN_12g00940,BCIN_07g03620
BCIN_01g04100,BCIN_07g03720
BCIN_07g01710,BCIN_07g03760
BCIN_02g06910,BCIN_07g03890
BCIN_15g02120,BCIN_07g03910
BCIN_12g05060,BCIN_07g03970
BCIN_02g06930,BCIN_07g03980
BCIN_01g02030,BCIN_07g04000
BCIN_04g03570,BCIN_07g04070
BCIN_02g02560,BCIN_07g04100
BCIN_13g01510,BCIN_07g04210
BCIN_15g03740,BCIN_07g04220
BCIN_07g01050,BCIN_07g04230
BCIN_08g04170,BCIN_07g04300
BCIN_05g03790,BCIN_07g04310
BCIN_07g02610,BCIN_07g04350
BCIN_10g00460,BCIN_07g04550
BCIN_11g05650,BCIN_07g04620
BCIN_10g03300,BCIN_07g04670
BCIN_04g00410,BCIN_07g04680
BCIN_02g08510,BCIN_07g04810
BCIN_10g00490,BCIN_07g04860
BCIN_03g05980,BCIN_07g04870
BCIN_04g00520,BCIN_07g04880
BCIN_15g01470,BCIN_07g04920
BCIN_14g02380,BCIN_07g04950
BCIN_18g00010,BCIN_07g05030
BCIN_07g06200,BCIN_07g05120
BCIN_04g05810,BCIN_07g05290
BCIN_02g05920,BCIN_07g05300
BCIN_02g09200,BCIN_07g05310
BCIN_08g01270,BCIN_07g05400
BCIN_08g03180,BCIN_07g05410
BCIN_15g00660,BCIN_07g05420
BCIN_01g04210,BCIN_07g05440
BCIN_03g04810,BCIN_07g05450
BCIN_11g06130,BCIN_07g05460
BCIN_10g01590,BCIN_07g05470
BCIN_02g06480,BCIN_07g05540
BCIN_03g00300,BCIN_07g05550
BCIN_05g03150,BCIN_07g05560
BCIN_01g00180,BCIN_07g05570
BCIN_10g01380,BCIN_07g05650
BCIN_09g00180,BCIN_07g05770
BCIN_15g01650,BCIN_07g05930
BCIN_10g05850,BCIN_07g05940
BCIN_09g03380,BCIN_07g05950
BCIN_15g02020,BCIN_07g05960
BCIN_07g00070,BCIN_07g06010
BCIN_06g04380,BCIN_07g06030
BCIN_01g05390,BCIN_07g06170
BCIN_04g03800,BCIN_07g06180
BCIN_09g03060,BCIN_07g06210
BCIN_04g06740,BCIN_07g06260
BCIN_09g02820,BCIN_07g06270
BCIN_15g02360,BCIN_07g06310
BCIN_13g01320,BCIN_07g06340
BCIN_06g02280,BCIN_07g06400
BCIN_05g07180,BCIN_07g06440
BCIN_02g05110,BCIN_07g06540
BCIN_01g01330,BCIN_07g06600
BCIN_11g04150,BCIN_07g06610
BCIN_08g05240,BCIN_07g06690
BCIN_07g05890,BCIN_07g06700
BCIN_07g07110,BCIN_07g06780
BCIN_12g03180,BCIN_07g06790
BCIN_16g03300,BCIN_07p03530
BCIN_03g03420,BCIN_08g00130
BCIN_02g08650,BCIN_08g00140
BCIN_14g05240,BCIN_08g00240
BCIN_03g05510,BCIN_08g00280
BCIN_04g02300,BCIN_08g00290
BCIN_04g00580,BCIN_08g00300
BCIN_14g03910,BCIN_08g00310
BCIN_02g09190,BCIN_08g00370
BCIN_02g08270,BCIN_08g00480
BCIN_08g01570,BCIN_08g00490
BCIN_13g04030,BCIN_08g00720
BCIN_03g01750,BCIN_08g00730
BCIN_01g02565,BCIN_08g00770
BCIN_09g01390,BCIN_08g00890
BCIN_02g00990,BCIN_08g00910
BCIN_13g04380,BCIN_08g00940
BCIN_15g02760,BCIN_08g00950
BCIN_12g03640,BCIN_08g00990
BCIN_11g04330,BCIN_08g01020
BCIN_06g06630,BCIN_08g01050
BCIN_09g01610,BCIN_08g01130
BCIN_10g02840,BCIN_08g01350
BCIN_01g05150,BCIN_08g01380
BCIN_09g01170,BCIN_08g01400
BCIN_07g02840,BCIN_08g01440
BCIN_06g05260,BCIN_08g01450
BCIN_11g02410,BCIN_08g01540
BCIN_07g04250,BCIN_08g01550
BCIN_01g06340,BCIN_08g01650
BCIN_03g06670,BCIN_08g01690
BCIN_09g01520,BCIN_08g01700
BCIN_10g00870,BCIN_08g01830
BCIN_13g00780,BCIN_08g01850
BCIN_10g04630,BCIN_08g01880
BCIN_01g05650,BCIN_08g01890
BCIN_15g03390,BCIN_08g01900
BCIN_05g03270,BCIN_08g01940
BCIN_04g05800,BCIN_08g01980
BCIN_10g03960,BCIN_08g01990
BCIN_11g00830,BCIN_08g02000
BCIN_15g03280,BCIN_08g02010
BCIN_06g01240,BCIN_08g02030
BCIN_14g04820,BCIN_08g02050
BCIN_02g07320,BCIN_08g02060
BCIN_03g06430,BCIN_08g02070
BCIN_03g03870,BCIN_08g02080
BCIN_11g00780,BCIN_08g02090
BCIN_14g01830,BCIN_08g02100
BCIN_03g04640,BCIN_08g02120
BCIN_07g01620,BCIN_08g02130
BCIN_13g00280,BCIN_08g02150
BCIN_01g05730,BCIN_08g02160
BCIN_02g07010,BCIN_08g02290
BCIN_11g00310,BCIN_08g02310
BCIN_09g01930,BCIN_08g02370
BCIN_06g01020,BCIN_08g02390
BCIN_08g06950,BCIN_08g02420
BCIN_09g02630,BCIN_08g02430
BCIN_11g03110,BCIN_08g02760
BCIN_04g00200,BCIN_08g02770
BCIN_07g01250,BCIN_08g02850
BCIN_12g04560,BCIN_08g03080
BCIN_02g08670,BCIN_08g03090
BCIN_06g05240,BCIN_08g03100
BCIN_09g03710,BCIN_08g03110
BCIN_03g00460,BCIN_08g03150
BCIN_03g07930,BCIN_08g03310
BCIN_06g07340,BCIN_08g03330
BCIN_07g00760,BCIN_08g03360
BCIN_08g05780,BCIN_08g03410
BCIN_01g05270,BCIN_08g03430
BCIN_03g04910,BCIN_08g03570
BCIN_06g03400,BCIN_08g03680
BCIN_01g10340,BCIN_08g03800
BCIN_04g04120,BCIN_08g03920
BCIN_04g03590,BCIN_08g03980
BCIN_06g06420,BCIN_08g04060
BCIN_15g05020,BCIN_08g04080
BCIN_14g03880,BCIN_08g04200
BCIN_01g00760,BCIN_08g04320
BCIN_01g01760,BCIN_08g04330
BCIN_09g01210,BCIN_08g04420
BCIN_08g06500,BCIN_08g04480
BCIN_08g06710,BCIN_08g04530
BCIN_07g03840,BCIN_08g04560
BCIN_10g06070,BCIN_08g04590
BCIN_02g03210,BCIN_08g04620
BCIN_01g04080,BCIN_08g04700
BCIN_15g04450,BCIN_08g04800
BCIN_01g07040,BCIN_08g05020
BCIN_12g04460,BCIN_08g05110
BCIN_10g04450,BCIN_08g05170
BCIN_07g00610,BCIN_08g05310
BCIN_05g05930,BCIN_08g05540
BCIN_13g05020,BCIN_08g05550
BCIN_06g04640,BCIN_08g05580
BCIN_12g03020,BCIN_08g05860
BCIN_11g03180,BCIN_08g05870
BCIN_10g00590,BCIN_08g05920
BCIN_16g03120,BCIN_08g06030
BCIN_01g08840,BCIN_08g06140
BCIN_01g06620,BCIN_08g06180
BCIN_08g00550,BCIN_08g06320
BCIN_07g06070,BCIN_08g06330
BCIN_14g05160,BCIN_08g06340
BCIN_04g00760,BCIN_08g06380
BCIN_08g02320,BCIN_08g06520
BCIN_05g01350,BCIN_08g06810
BCIN_04g06370,BCIN_08g06840
BCIN_11g05810,BCIN_08g06880
BCIN_05g07580,BCIN_08g06890
BCIN_10g02300,BCIN_08g06900
BCIN_05g02490,BCIN_08g06910
BCIN_14g05010,BCIN_08g07010
BCIN_15g04640,BCIN_08g07120
BCIN_13g01310,BCIN_09g00190
BCIN_01g06200,BCIN_09g00210
BCIN_02g01660,BCIN_09g00220
BCIN_02g04480,BCIN_09g00250
BCIN_13g03810,BCIN_09g00320
BCIN_01g09060,BCIN_09g00380
BCIN_01g00650,BCIN_09g00510
BCIN_11g00300,BCIN_09g00520
BCIN_03g07890,BCIN_09g00530
BCIN_05g05820,BCIN_09g00590
BCIN_06g04410,BCIN_09g00960
BCIN_13g04300,BCIN_09g00990
BCIN_16g01430,BCIN_09g01020
BCIN_16g03440,BCIN_09g01060
BCIN_14g02610,BCIN_09g01070
BCIN_04g00820,BCIN_09g01110
BCIN_04g03360,BCIN_09g01120
BCIN_12g05140,BCIN_09g01150
BCIN_06g06500,BCIN_09g01290
BCIN_08g03500,BCIN_09g01330
BCIN_13g01340,BCIN_09g01370
BCIN_10g04390,BCIN_09g01380
BCIN_02g01290,BCIN_09g01550
BCIN_10g04600,BCIN_09g01640
BCIN_06g00960,BCIN_09g01740
BCIN_04g00530,BCIN_09g01800
BCIN_08g03890,BCIN_09g01850
BCIN_01g06260,BCIN_09g01920
BCIN_02g07720,BCIN_09g01960
BCIN_15g01070,BCIN_09g02020
BCIN_04g03500,BCIN_09g02050
BCIN_07g00970,BCIN_09g02080
BCIN_03g06970,BCIN_09g02230
BCIN_13g03790,BCIN_09g02240
BCIN_10g03290,BCIN_09g02250
BCIN_01g07610,BCIN_09g02260
BCIN_15g03690,BCIN_09g02270
BCIN_02g08840,BCIN_09g02320
BCIN_12g01920,BCIN_09g02350
BCIN_14g03640,BCIN_09g02390
BCIN_11g01060,BCIN_09g02460
BCIN_05g06730,BCIN_09g02480
BCIN_01g08210,BCIN_09g02590
BCIN_13g03000,BCIN_09g02660
BCIN_14g04210,BCIN_09g02740
BCIN_12g01040,BCIN_09g02890
BCIN_12g04740,BCIN_09g02900
BCIN_13g01450,BCIN_09g03100
BCIN_15g05010,BCIN_09g03130
BCIN_05g04490,BCIN_09g03140
BCIN_07g06430,BCIN_09g03160
BCIN_07g03050,BCIN_09g03310
BCIN_08g03450,BCIN_09g03430
BCIN_06g06610,BCIN_09g03490
BCIN_07g02100,BCIN_09g03640
BCIN_10g03420,BCIN_09g03650
BCIN_04g06230,BCIN_09g03660
BCIN_11g04570,BCIN_09g03670
BCIN_01g10350,BCIN_09g03680
BCIN_10g04100,BCIN_09g03760
BCIN_08g05010,BCIN_09g03770
BCIN_14g03150,BCIN_09g03780
BCIN_04g00130,BCIN_09g03790
BCIN_09g06840,BCIN_09g03800
BCIN_02g03290,BCIN_09g03810
BCIN_01g08500,BCIN_09g03850
BCIN_02g02330,BCIN_09g03970
BCIN_02g00090,BCIN_09g04150
BCIN_16g04240,BCIN_09g04220
BCIN_01g00800,BCIN_09g04230
BCIN_04g01950,BCIN_09g04320
BCIN_05g03450,BCIN_09g04390
BCIN_06g06330,BCIN_09g04440
BCIN_10g04400,BCIN_09g04500
BCIN_13g03840,BCIN_09g04510
BCIN_09g04520,BCIN_09g04610
BCIN_10g00480,BCIN_09g04700
BCIN_06g05040,BCIN_09g04930
BCIN_08g04510,BCIN_09g05020
BCIN_11g00250,BCIN_09g05090
BCIN_06g01710,BCIN_09g05110
BCIN_08g02610,BCIN_09g05160
BCIN_01g08480,BCIN_09g05180
BCIN_10g03370,BCIN_09g05190
BCIN_05g03340,BCIN_09g05200
BCIN_12g01800,BCIN_09g05210
BCIN_05g04660,BCIN_09g05250
BCIN_05g07050,BCIN_09g05260
BCIN_11g04260,BCIN_09g05270
BCIN_14g02230,BCIN_09g05300
BCIN_03g07260,BCIN_09g05390
BCIN_10g03040,BCIN_09g05400
BCIN_02g02930,BCIN_09g05640
BCIN_13g04630,BCIN_09g05650
BCIN_12g05130,BCIN_09g05690
BCIN_01g05380,BCIN_09g05700
BCIN_01g02720,BCIN_09g05920
BCIN_04g01600,BCIN_09g05950
BCIN_01g05040,BCIN_09g05960
BCIN_01g07690,BCIN_09g05970
BCIN_04g06610,BCIN_09g06060
BCIN_10g02810,BCIN_09g06130
BCIN_04g01850,BCIN_09g06160
BCIN_01g08760,BCIN_09g06230
BCIN_16g00730,BCIN_09g06270
BCIN_08g06090,BCIN_09g06540
BCIN_04g02890,BCIN_09g06560
BCIN_09g03050,BCIN_09g06570
BCIN_14g04730,BCIN_09g06620
BCIN_09g02450,BCIN_09g06730
BCIN_08g02330,BCIN_09g06810
BCIN_14g03650,BCIN_09g06940
BCIN_11g00740,BCIN_09g07010
BCIN_08g02170,BCIN_09g07030
BCIN_10g05430,BCIN_09g07080
BCIN_08g04740,BCIN_09g07090
BCIN_03g01830,BCIN_10g00010
BCIN_05g04040,BCIN_10g00020
BCIN_11g00810,BCIN_10g00030
BCIN_11g05790,BCIN_10g00040
BCIN_03g04750,BCIN_10g00060
BCIN_05g05790,BCIN_10g00190
BCIN_12g06350,BCIN_10g00310
BCIN_14g02580,BCIN_10g00380
BCIN_16g03650,BCIN_10g00390
BCIN_01g10180,BCIN_10g00420
BCIN_06g02860,BCIN_10g00430
BCIN_12g03690,BCIN_10g00500
BCIN_01g08520,BCIN_10g00560
BCIN_03g07020,BCIN_10g00570
BCIN_14g05280,BCIN_10g00630
BCIN_11g02900,BCIN_10g00720
BCIN_14g02930,BCIN_10g00890
BCIN_08g00590,BCIN_10g00990
BCIN_02g02890,BCIN_10g01020
BCIN_11g04130,BCIN_10g01160
BCIN_14g01500,BCIN_10g01300
BCIN_11g04030,BCIN_10g01320
BCIN_02g02470,BCIN_10g01510
BCIN_03g04920,BCIN_10g01550
BCIN_14g03300,BCIN_10g01720
BCIN_01g09780,BCIN_10g01890
BCIN_08g00700,BCIN_10g01960
BCIN_05g06450,BCIN_10g02000
BCIN_09g06300,BCIN_10g02010
BCIN_10g00530,BCIN_10g02020
BCIN_04g01030,BCIN_10g02060
BCIN_05g00360,BCIN_10g02230
BCIN_05g04540,BCIN_10g02290
BCIN_01g08430,BCIN_10g02340
BCIN_13g04210,BCIN_10g02360
BCIN_14g02020,BCIN_10g02530
BCIN_15g02590,BCIN_10g02550
BCIN_01g09990,BCIN_10g02610
BCIN_08g00920,BCIN_10g02860
BCIN_16g03730,BCIN_10g02900
BCIN_04g05610,BCIN_10g02960
BCIN_01g06710,BCIN_10g03000
BCIN_01g00940,BCIN_10g03110
BCIN_01g02050,BCIN_10g03200
BCIN_07g06160,BCIN_10g03350
BCIN_14g01980,BCIN_10g03450
BCIN_04g01690,BCIN_10g03540
BCIN_08g02970,BCIN_10g03650
BCIN_02g02840,BCIN_10g03730
BCIN_05g05650,BCIN_10g03810
BCIN_01g10250,BCIN_10g03830
BCIN_08g04150,BCIN_10g03840
BCIN_11g04120,BCIN_10g03860
BCIN_08g03290,BCIN_10g03870
BCIN_05g06340,BCIN_10g03920
BCIN_09g06690,BCIN_10g03990
BCIN_13g00590,BCIN_10g04080
BCIN_11g03620,BCIN_10g04090
BCIN_02g03930,BCIN_10g04130
BCIN_01g03180,BCIN_10g04220
BCIN_13g02730,BCIN_10g04250
BCIN_10g01690,BCIN_10g04730
BCIN_06g06730,BCIN_10g04850
BCIN_15g04660,BCIN_10g04900
BCIN_01g05670,BCIN_10g04940
BCIN_08g06300,BCIN_10g05240
BCIN_14g02080,BCIN_10g05280
BCIN_14g05540,BCIN_10g05300
BCIN_07g02140,BCIN_10g05380
BCIN_01g07380,BCIN_10g05500
BCIN_15g01340,BCIN_10g05530
BCIN_01g07550,BCIN_10g05550
BCIN_16g00520,BCIN_10g05700
BCIN_01g00210,BCIN_10g05910
BCIN_08g02720,BCIN_10g05930
BCIN_02g04460,BCIN_10g06030
BCIN_05g05150,BCIN_10g06130
BCIN_04g04080,BCIN_10g06150
BCIN_13g00630,BCIN_11g00140
BCIN_13g03870,BCIN_11g00220
BCIN_02g01020,BCIN_11g00360
BCIN_01g10060,BCIN_11g00390
BCIN_05g08140,BCIN_11g00400
BCIN_01g10890,BCIN_11g00500
BCIN_05g07590,BCIN_11g00540
BCIN_02g02870,BCIN_11g00610
BCIN_02g02900,BCIN_11g00770
BCIN_06g04200,BCIN_11g01020
BCIN_09g04410,BCIN_11g01040
BCIN_03g07030,BCIN_11g01090
BCIN_05g00980,BCIN_11g01100
BCIN_05g04220,BCIN_11g01230
BCIN_16g04590,BCIN_11g01280
BCIN_04g06660,BCIN_11g01330
BCIN_02g02740,BCIN_11g01380
BCIN_01g00540,BCIN_11g01400
BCIN_09g05580,BCIN_11g01430
BCIN_07g01290,BCIN_11g01610
BCIN_03g07660,BCIN_11g01690
BCIN_12g04640,BCIN_11g01800
BCIN_01g05830,BCIN_11g01810
BCIN_02g00780,BCIN_11g01860
BCIN_05g07130,BCIN_11g02010
BCIN_01g03220,BCIN_11g02020
BCIN_06g02930,BCIN_11g02030
BCIN_15g03460,BCIN_11g02040
BCIN_02g04260,BCIN_11g02070
BCIN_07g02760,BCIN_11g02140
BCIN_01g05560,BCIN_11g02180
BCIN_05g02390,BCIN_11g02280
BCIN_08g05930,BCIN_11g02300
BCIN_02g08600,BCIN_11g02310
BCIN_05g05600,BCIN_11g02320
BCIN_12g05200,BCIN_11g02360
BCIN_02g06820,BCIN_11g02450
BCIN_09g01160,BCIN_11g02490
BCIN_09g06240,BCIN_11g02500
BCIN_02g07730,BCIN_11g02520
BCIN_06g03040,BCIN_11g02570
BCIN_16g03670,BCIN_11g02600
BCIN_15g01890,BCIN_11g02630
BCIN_14g04380,BCIN_11g02660
BCIN_16g03430,BCIN_11g02670
BCIN_04g00840,BCIN_11g02690
BCIN_13g01010,BCIN_11g02770
BCIN_04g05780,BCIN_11g02790
BCIN_13g00790,BCIN_11g02800
BCIN_02g08120,BCIN_11g02980
BCIN_11g00350,BCIN_11g03260
BCIN_02g02010,BCIN_11g03270
BCIN_15g02620,BCIN_11g03460
BCIN_11g03700,BCIN_11g03500
BCIN_02g08820,BCIN_11g03530
BCIN_13g01060,BCIN_11g03580
BCIN_10g01500,BCIN_11g03710
BCIN_09g03540,BCIN_11g03760
BCIN_13g04010,BCIN_11g03870
BCIN_10g01350,BCIN_11g03880
BCIN_04g05410,BCIN_11g03920
BCIN_04g06430,BCIN_11g03930
BCIN_02g04220,BCIN_11g04060
BCIN_02g00440,BCIN_11g04390
BCIN_02g02360,BCIN_11g04470
BCIN_12g00280,BCIN_11g04600
BCIN_03g00780,BCIN_11g04630
BCIN_08g04670,BCIN_11g04680
BCIN_01g10400,BCIN_11g04710
BCIN_08g01520,BCIN_11g04780
BCIN_05g02360,BCIN_11g04790
BCIN_03g07480,BCIN_11g04820
BCIN_08g04450,BCIN_11g04880
BCIN_02g04010,BCIN_11g04910
BCIN_03g02510,BCIN_11g04930
BCIN_03g06660,BCIN_11g04960
BCIN_06g05940,BCIN_11g04970
BCIN_06g00590,BCIN_11g05040
BCIN_12g01360,BCIN_11g05080
BCIN_01g08250,BCIN_11g05240
BCIN_06g05770,BCIN_11g05430
BCIN_10g04620,BCIN_11g05520
BCIN_11g05220,BCIN_11g05660
BCIN_12g05810,BCIN_11g05740
BCIN_01g02610,BCIN_11g05840
BCIN_02g03610,BCIN_11g05880
BCIN_04g04350,BCIN_11g05890
BCIN_03g04530,BCIN_11g05910
BCIN_05g00340,BCIN_11g05940
BCIN_06g05230,BCIN_11g05970
BCIN_04g05050,BCIN_11g06040
BCIN_07g01790,BCIN_11g06180
BCIN_05g00760,BCIN_11g06200
BCIN_10g03440,BCIN_11g06210
BCIN_09g02420,BCIN_11g06270
BCIN_13g05440,BCIN_11g06320
BCIN_02g03490,BCIN_11g06340
BCIN_11g03630,BCIN_11g06350
BCIN_13g03690,BCIN_11g06400
BCIN_15g02530,BCIN_12g00010
BCIN_14g04790,BCIN_12g00120
BCIN_13g00970,BCIN_12g00130
BCIN_07g01060,BCIN_12g00140
BCIN_02g06260,BCIN_12g00160
BCIN_05g02850,BCIN_12g00180
BCIN_15g00970,BCIN_12g00240
BCIN_01g07590,BCIN_12g00260
BCIN_02g06720,BCIN_12g00300
BCIN_03g04620,BCIN_12g00340
BCIN_14g00270,BCIN_12g00350
BCIN_01g02330,BCIN_12g00360
BCIN_03g01520,BCIN_12g00380
BCIN_12g03140,BCIN_12g00390
BCIN_07g03210,BCIN_12g00550
BCIN_01g08590,BCIN_12g00630
BCIN_07g06570,BCIN_12g00710
BCIN_16g04710,BCIN_12g00720
BCIN_11g04090,BCIN_12g00740
BCIN_04g03230,BCIN_12g00840
BCIN_16g03750,BCIN_12g00870
BCIN_06g02850,BCIN_12g00900
BCIN_01g01720,BCIN_12g00910
BCIN_14g02110,BCIN_12g00970
BCIN_07g06670,BCIN_12g00990
BCIN_12g01860,BCIN_12g01140
BCIN_01g11520,BCIN_12g01150
BCIN_14g05110,BCIN_12g01180
BCIN_07g02600,BCIN_12g01220
BCIN_02g00006,BCIN_12g01340
BCIN_02g01870,BCIN_12g01410
BCIN_10g04310,BCIN_12g01420
BCIN_08g05040,BCIN_12g01520
BCIN_06g06110,BCIN_12g01530
BCIN_16g00610,BCIN_12g01540
BCIN_03g09280,BCIN_12g01560
BCIN_05g04410,BCIN_12g01610
BCIN_10g03820,BCIN_12g01640
BCIN_02g06590,BCIN_12g01650
BCIN_15g02870,BCIN_12g01770
BCIN_08g02700,BCIN_12g01780
BCIN_03g07920,BCIN_12g01880
BCIN_11g02350,BCIN_12g02030
BCIN_06g06020,BCIN_12g02040
BCIN_16g01580,BCIN_12g02050
BCIN_12g06530,BCIN_12g02060
BCIN_10g04020,BCIN_12g02080
BCIN_04g05070,BCIN_12g02310
BCIN_03g06260,BCIN_12g02320
BCIN_01g10360,BCIN_12g02330
BCIN_01g01610,BCIN_12g02680
BCIN_02g08810,BCIN_12g02690
BCIN_08g06670,BCIN_12g02880
BCIN_12g04550,BCIN_12g02970
BCIN_03g05960,BCIN_12g03230
BCIN_15g02130,BCIN_12g03240
BCIN_09g04960,BCIN_12g03260
BCIN_03g03370,BCIN_12g03270
BCIN_11g01680,BCIN_12g03370
BCIN_03g02160,BCIN_12g03380
BCIN_05g07910,BCIN_12g03390
BCIN_16g00090,BCIN_12g03480
BCIN_15g00600,BCIN_12g03500
BCIN_03g05390,BCIN_12g03520
BCIN_09g06910,BCIN_12g03540
BCIN_07g04690,BCIN_12g03710
BCIN_01g09730,BCIN_12g03760
BCIN_02g07860,BCIN_12g04000
BCIN_02g03580,BCIN_12g04120
BCIN_16g04970,BCIN_12g04170
BCIN_02g03860,BCIN_12g04180
BCIN_07g04730,BCIN_12g04240
BCIN_16g04700,BCIN_12g04480
BCIN_01g01960,BCIN_12g04530
BCIN_04g01000,BCIN_12g04840
BCIN_08g04180,BCIN_12g04870
BCIN_06g05930,BCIN_12g05050
BCIN_02g03480,BCIN_12g05090
BCIN_01g07100,BCIN_12g05170
BCIN_10g04070,BCIN_12g05330
BCIN_06g00720,BCIN_12g05470
BCIN_08g01560,BCIN_12g05510
BCIN_15g03770,BCIN_12g05530
BCIN_16g04290,BCIN_12g05630
BCIN_11g01940,BCIN_12g05650
BCIN_09g01240,BCIN_12g05700
BCIN_02g06650,BCIN_12g05710
BCIN_04g06650,BCIN_12g05720
BCIN_16g03140,BCIN_12g05860
BCIN_03g01690,BCIN_12g06000
BCIN_03g06060,BCIN_12g06050
BCIN_03g09318,BCIN_12g06060
BCIN_01g10050,BCIN_12g06070
BCIN_04g00640,BCIN_12g06080
BCIN_01g04380,BCIN_12g06090
BCIN_16g00980,BCIN_12g06100
BCIN_06g03350,BCIN_12g06110
BCIN_16g04940,BCIN_12g06130
BCIN_05g06720,BCIN_12g06210
BCIN_01g08260,BCIN_12g06290
BCIN_07g06560,BCIN_12g06300
BCIN_02g08610,BCIN_12g06310
