Gene_ID,Gene_Name,logFC,logCPM,LR,PValue,FDR,Regulation
BCIN_15g05670,Uncharacterized,-4.04495244823663,7.17775985045669,376.853342268201,6.02622694016467e-84,5.18677352739973e-80,DOWN
BCIN_04g00180,Uncharacterized,-4.02898219483685,5.9460132259259,345.824808622874,3.4384449300493596e-77,1.47973477564674e-73,DOWN
BCIN_03g05230,Uncharacterized,-4.72542713689563,7.36987732944873,295.079575304408,3.88861839502515e-66,8.36733463149537e-63,DOWN
BCIN_09g04900,Uncharacterized,-3.4941625426405,4.52036679781811,286.271305963117,3.22866399842097e-64,5.55782220688186e-61,DOWN
BCIN_12g00430,Bcjlp1,-4.77238754736154,7.22188966211983,262.61560100809,4.61730261186765e-59,6.62352059672415e-56,DOWN
BCIN_06g07150,Uncharacterized,-4.41130641010637,3.43836427750074,213.620651381031,2.22829984239834e-48,1.59824806196021e-45,DOWN
BCIN_01g04120,Uncharacterized,-4.35024261925436,4.61256485494185,212.13924573855,4.6897966308467197e-48,3.10500612320752e-45,DOWN
BCIN_06g01590,Uncharacterized,-2.72190767421754,4.32787668340356,201.554763238379,9.562119412446591e-46,5.4867441188618495e-43,DOWN
BCIN_06g03440,Bcaox,-3.33104878201703,4.39619038214933,195.07942355611,2.4755820631992203e-44,1.25337263635034e-41,DOWN
BCIN_01g03760,Uncharacterized,-5.3991715129167,8.29991311091506,192.864579207113,7.53493014968753e-44,3.60295243324226e-41,DOWN
BCIN_01g09950,Uncharacterized,-2.41797488201389,12.3792019821428,177.129870659545,2.05169731976371e-40,8.12754174977799e-38,DOWN
BCIN_12g02920,Uncharacterized,-5.0079270689798,4.17378881569812,177.105063912469,2.0774476413978797e-40,8.12754174977799e-38,DOWN
BCIN_02g01550,Uncharacterized,-5.11389684444379,6.78388171229916,174.967660731958,6.0851144117054394e-40,2.2771556409369e-37,DOWN
BCIN_06g06000,Uncharacterized,-3.14818832223445,5.19534110536783,172.529671621443,2.07340549784835e-39,7.43575046665865e-37,DOWN
BCIN_02g02420,Uncharacterized,-4.35387905611494,9.13444887986438,170.876790001525,4.76068689895249e-39,1.6390092855713597e-36,DOWN
BCIN_14g01910,Uncharacterized,-2.36241703078731,5.75313614908799,168.925406755748,1.27020152053715e-38,4.20485557202433e-36,DOWN
BCIN_13g04780,Uncharacterized,-2.12503576576928,5.66405566412103,166.002005922649,5.52621645657685e-38,1.6987194657770301e-35,DOWN
BCIN_09g00650,Bccit3,-2.07439351982559,7.79509415775131,165.429685453704,7.36964993753062e-38,2.18726127628711e-35,DOWN
BCIN_14g01270,Uncharacterized,-4.52560006403336,5.76331305251772,152.141117447137,5.90179029777206e-35,1.37288402953849e-32,DOWN
BCIN_09g02790,Uncharacterized,-2.79764157346995,9.78986272846039,150.924353989789,1.08873441364654e-34,2.46598344690941e-32,DOWN
BCIN_11g01370,Uncharacterized,-2.37310918629021,4.6189650520077,150.51332137503,1.33894005045624e-34,2.95493769596842e-32,DOWN
BCIN_12g05210,Bcmdh1,-2.17176001604455,10.010636760579,149.687959478306,2.0284524058360898e-34,4.3647224642578005e-32,DOWN
BCIN_02g08050,Uncharacterized,-2.65927547248424,5.52884385659672,149.049779534985,2.79678817774129e-34,5.87120874288275e-32,DOWN
BCIN_12g05550,Uncharacterized,-2.55478727462001,10.0841763004606,147.010215928803,7.80724796612711e-34,1.5999281724870501e-31,DOWN
BCIN_04g00210,Uncharacterized,-1.76735140871134,5.76010676764489,146.920552421823,8.16768336774137e-34,1.63486629642209e-31,DOWN
BCIN_03g00700,Uncharacterized,-1.64188661706552,3.96941771522148,142.576896047477,7.27346739115752e-33,1.33197306033389e-30,DOWN
BCIN_14g01290,Bcpks11,-6.295483947558,9.15075428648105,138.813972998513,4.83702195958661e-32,8.16318588356116e-30,DOWN
BCIN_01g02450,Uncharacterized,-5.98417161806799,6.47721979495983,135.299055706192,2.84003308036551e-31,4.61210655145395e-29,DOWN
BCIN_09g05790,Uncharacterized,-1.66568257455546,5.43470006393546,135.077983444826,3.1745243289746103e-31,5.05983905546009e-29,DOWN
BCIN_10g05740,Bcmdj2,-1.52706694005314,6.15376512433286,133.250202055495,7.97062081152771e-31,1.1809597820115e-28,DOWN
BCIN_01g02440,Uncharacterized,-4.70589061695989,4.85937716818902,131.938697917248,1.5431148672765698e-30,2.21359827710823e-28,DOWN
BCIN_01g01680,Uncharacterized,-2.26090489666672,5.9701277301059,131.854907853443,1.6096407833631397e-30,2.27117675777157e-28,DOWN
BCIN_14g01250,Uncharacterized,-3.32132780054836,5.76428219015286,124.943218529323,5.23720475543317e-29,6.93486482000204e-27,DOWN
BCIN_15g01390,Uncharacterized,-2.09545609906606,3.27443888417052,122.506271828958,1.78848986400756e-28,2.3323533726535003e-26,DOWN
BCIN_01g01500,Bcbna4,-1.47389733061256,6.27494088584061,121.288959865047,3.30336635026401e-28,4.1811873789297596e-26,DOWN
BCIN_14g03890,Uncharacterized,-1.90256814510623,8.08309538150406,121.217034912307,3.4253252121553397e-28,4.27272088420594e-26,DOWN
BCIN_02g07640,Bclcc7,-2.74717861647944,9.54130695891132,120.95485927371,3.9092660905821e-28,4.80672189166288e-26,DOWN
BCIN_14g00540,Bcino1,-2.00656579506547,10.2346901035456,119.355088392612,8.756408599700239e-28,1.0184649840218901e-25,DOWN
BCIN_16g02190,Uncharacterized,-1.60695675270338,6.77029815557279,117.028415549769,2.82984048601715e-27,3.12262013630123e-25,DOWN
BCIN_06g04980,Bccab2,-2.54656864898584,6.70158215460341,116.834882688704,3.11989933784043e-27,3.39911058237881e-25,DOWN
BCIN_03g02600,Uncharacterized,-1.48765366104991,4.28931325826793,114.742386089082,8.96147993294431e-27,9.522402195413791e-25,DOWN
BCIN_08g03710,Bcnde2,-2.2393092999328,8.44718792388797,112.886818295394,2.2845035636038398e-26,2.36900267131786e-24,DOWN
BCIN_06g05990,Uncharacterized,-2.82584264129048,6.60261598937906,112.205867840364,3.2206965713385e-26,3.26123945758946e-24,DOWN
BCIN_06g07240,Bccrc1,-1.58396134821802,6.01590953056678,111.019209381274,5.86001205894503e-26,5.86478183620231e-24,DOWN
BCIN_16g04410,Uncharacterized,-2.94825060083175,4.58719115244655,109.579681790696,1.21135879775865e-25,1.1714792328436701e-23,DOWN
BCIN_10g04970,Uncharacterized,-2.8660629271933,7.04593953215523,107.96619452839,2.7340191303900103e-25,2.5859013906886602e-23,DOWN
BCIN_09g07110,Uncharacterized,-3.40778015979534,6.26821377091021,107.708170868737,3.11416076638088e-25,2.91343279524351e-23,DOWN
BCIN_14g01260,Uncharacterized,-3.13625136861938,6.93245370493554,107.239636890304,3.94467927805007e-25,3.64546359166658e-23,DOWN
BCIN_09g00980,Uncharacterized,-1.83546847702434,8.72473455634496,106.217224603032,6.607978585938571e-25,5.86338883393539e-23,DOWN
BCIN_01g08080,Uncharacterized,-2.2501922763337,8.64729560266678,106.047797068619,7.1977996379575105e-25,6.3215777024388e-23,DOWN
