Gene_ID,Gene_Name,logFC,logCPM,LR,PValue,FDR,Regulation
BCIN_16g04050,Uncharacterized,3.92402601592911,8.71731724815931,424.917476959118,2.0754577050232498e-94,8.931732233567551e-91,UP
BCIN_15g01990,Uncharacterized,3.86817732669551,5.90199833372393,366.823528994141,9.20064472912913e-82,2.63966497278715e-78,UP
BCIN_16g00280,Uncharacterized,3.62896455614169,7.13351307893266,263.870893025228,2.45910673898709e-59,4.23310634049238e-56,UP
BCIN_02g05600,Uncharacterized,2.92835080954364,5.03602008114704,231.138556681985,3.3654641448804105e-52,4.13807855642652e-49,UP
BCIN_01g06910,Uncharacterized,2.78582450484195,6.46883732044553,214.443345858194,1.47401107694519e-48,1.5858516674084e-45,UP
BCIN_07g06440,Uncharacterized,2.95333042927874,3.80664897977635,207.774161648242,4.2023546220406204e-47,3.61696662319036e-44,UP
BCIN_06g02290,Uncharacterized,3.48820974886384,6.30944327245973,202.41660038127,6.201418350239001e-46,4.85232797640974e-43,UP
BCIN_05g04010,Uncharacterized,2.46670411354598,5.19272416736137,199.385722221214,2.84368877757423e-45,2.03963577571512e-42,UP
BCIN_05g04400,Uncharacterized,3.24131156576005,7.84476894792778,197.59181777453,7.004331949985171e-45,4.6374065456555695e-42,UP
BCIN_01g06040,Uncharacterized,2.85834438208079,4.8740910692057,195.603817241784,1.90208348724708e-44,1.16937375533826e-41,UP
BCIN_16g03370,Uncharacterized,2.47190678681142,4.27075439759206,189.622478179172,3.84358350232124e-43,2.2054482136319297e-40,UP
BCIN_02g09240,Uncharacterized,3.0366066998019,5.86134767801822,188.760801458504,5.9268762125827695e-43,3.18828897260624e-40,UP
BCIN_01g01480,Uncharacterized,2.45268272115852,4.74004897918796,179.372900915289,6.64267156871901e-41,2.72254639009355e-38,UP
BCIN_16g05198,Uncharacterized,2.58304707208427,3.69940723451276,175.408105909315,4.8762663357184095e-40,1.90772837961492e-37,UP
BCIN_01g08900,Uncharacterized,3.60271832498507,6.24647192038964,163.892438233368,1.59683192822395e-37,5.28612784854753e-35,UP
BCIN_01g05620,Uncharacterized,2.06934818440433,6.04319421013396,163.794594539302,1.67738916990391e-37,5.347143920504781e-35,UP
BCIN_16g01630,Uncharacterized,2.81565791331446,5.40683345645485,160.196512193461,1.02497423676944e-36,3.1506975913837798e-34,UP
BCIN_13g00080,Uncharacterized,1.85796058861409,4.98260412695659,158.542174577108,2.3559956335871e-36,6.99243255802902e-34,UP
BCIN_10g00060,Bcmcr1,1.59196728866481,5.57443464339092,155.334813818528,1.18311561494933e-35,3.39435869928963e-33,UP
BCIN_11g03580,Uncharacterized,2.02290119114306,4.89521423055212,151.075692157882,1.0088914533999699e-34,2.63137234527682e-32,UP
BCIN_01g04060,Uncharacterized,2.86970526738619,5.8073313638617,148.999135151917,2.86899439442243e-34,7.2627749272923e-32,UP
BCIN_08g04700,Uncharacterized,2.39470875627071,2.7615920795183,146.702058278426,9.117236211363349e-34,2.24205863060584e-31,UP
BCIN_12g00130,Uncharacterized,2.01464413108841,3.88433351088311,145.526327280695,1.64776066095992e-33,3.9395211135783303e-31,UP
BCIN_12g00350,Uncharacterized,2.35518018409425,5.01232361824855,143.352640515511,4.92185017785636e-33,1.14492876975161e-30,UP
BCIN_03g02050,Uncharacterized,1.76554098186085,5.303481952225,138.297287993105,6.27441521058902e-32,1.38471517224461e-29,UP
BCIN_06g04560,Uncharacterized,2.16834045229516,5.12638628801248,137.8261555346,7.95442907353877e-32,1.71159427589871e-29,UP
