Artigo,Funexpression
BCIN_09g04220,BCIN_02g04350
BCIN_16g01810,BCIN_02g04360
BCIN_01g00970,BCIN_02g04380
BCIN_15g00210,BCIN_02g04390
BCIN_12g03390,BCIN_02g04410
BCIN_04g03500,BCIN_02g04470
BCIN_16g03180,BCIN_02g04510
BCIN_07g05290,BCIN_02g04680
BCIN_07g06170,BCIN_02g04720
BCIN_01g06760,BCIN_02g04960
BCIN_04g04620,BCIN_02g05030
BCIN_05g03050,BCIN_02g05050
BCIN_08g04820,BCIN_02g05070
BCIN_10g00420,BCIN_02g05100
BCIN_03g08090,BCIN_02g05130
BCIN_16g01330,BCIN_02g05330
BCIN_04g05680,BCIN_02g05520
BCIN_11g06040,BCIN_02g05560
BCIN_03g05910,BCIN_02g05580
BCIN_07g04400,BCIN_02g05630
BCIN_04g03150,BCIN_02g05750
BCIN_05g07020,BCIN_02g05800
BCIN_08g00300,BCIN_02g05900
BCIN_11g02010,BCIN_02g05910
BCIN_02g02150,BCIN_02g06280
BCIN_12g04690,BCIN_02g06330
BCIN_10g02650,BCIN_02g06340
BCIN_08g04430,BCIN_02g06350
BCIN_04g00550,BCIN_02g06390
BCIN_13g01770,BCIN_02g06440
BCIN_15g03990,BCIN_02g06460
BCIN_05g01040,BCIN_02g06470
BCIN_08g00280,BCIN_02g06600
BCIN_09g03090,BCIN_02g06710
BCIN_14g00260,BCIN_02g06830
BCIN_03g02190,BCIN_02g06910
BCIN_02g07440,BCIN_02g06930
BCIN_02g06210,BCIN_02g06940
BCIN_03g03530,BCIN_02g07030
BCIN_04g01560,BCIN_02g07070
BCIN_01g06100,BCIN_02g07090
BCIN_03g05840,BCIN_02g07190
BCIN_11g04130,BCIN_02g07290
BCIN_15g03960,BCIN_02g07320
BCIN_15g05280,BCIN_02g07620
BCIN_05g00440,BCIN_02g07630
BCIN_04g04350,BCIN_02g07640
BCIN_04g05200,BCIN_02g07710
BCIN_11g03640,BCIN_02g07770
BCIN_12g04890,BCIN_02g07960
BCIN_02g03000,BCIN_02g08050
BCIN_09g03790,BCIN_02g08060
BCIN_10g04350,BCIN_02g08110
BCIN_07g06300,BCIN_02g08130
BCIN_06g04840,BCIN_02g08400
BCIN_08g01000,BCIN_02g08460
BCIN_02g02420,BCIN_02g08560
BCIN_13g02900,BCIN_02g08650
BCIN_03g09080,BCIN_02g08760
BCIN_14g01380,BCIN_02g08770
BCIN_03g07350,BCIN_02g08790
BCIN_12g02280,BCIN_02g08810
BCIN_06g05990,BCIN_02g08840
BCIN_02g08920,BCIN_02g08850
BCIN_01g09950,BCIN_02g09050
BCIN_05g02850,BCIN_02g09380
BCIN_03g01920,BCIN_03g00070
BCIN_14g04930,BCIN_03g00080
BCIN_15g04180,BCIN_03g00090
BCIN_03g03150,BCIN_03g00170
BCIN_02g05870,BCIN_03g00190
BCIN_16g01220,BCIN_03g00240
BCIN_15g03970,BCIN_03g00250
BCIN_05g07090,BCIN_03g00320
BCIN_10g02900,BCIN_03g00380
BCIN_05g00600,BCIN_03g00400
BCIN_04g00730,BCIN_03g00410
BCIN_16g03900,BCIN_03g00430
BCIN_15g03980,BCIN_03g00510
BCIN_01g04530,BCIN_03g00520
BCIN_11g05770,BCIN_03g00540
BCIN_01g05020,BCIN_03g00580
BCIN_06g00740,BCIN_03g00590
BCIN_16g00330,BCIN_03g00790
BCIN_15g02420,BCIN_03g00880
BCIN_01g10020,BCIN_03g01140
BCIN_12g00710,BCIN_03g01200
BCIN_12g01340,BCIN_03g01220
BCIN_07g00170,BCIN_03g01260
BCIN_04g03240,BCIN_03g01370
BCIN_11g00220,BCIN_03g01390
BCIN_06g01090,BCIN_03g01690
BCIN_05g01160,BCIN_03g01810
BCIN_04g06070,BCIN_03g01840
BCIN_14g03730,BCIN_03g02250
BCIN_10g04250,BCIN_03g02310
BCIN_03g04860,BCIN_03g02460
BCIN_14g01480,BCIN_03g02470
BCIN_08g05350,BCIN_03g02520
BCIN_02g00830,BCIN_03g02530
BCIN_06g00150,BCIN_03g02630
BCIN_01g07270,BCIN_03g02680
BCIN_04g03410,BCIN_03g02760
BCIN_12g00720,BCIN_03g02770
BCIN_10g01060,BCIN_03g02840
BCIN_15g00510,BCIN_03g02870
BCIN_15g04010,BCIN_03g02880
BCIN_12g02050,BCIN_03g02890
BCIN_02g05620,BCIN_03g02920
BCIN_05g05210,BCIN_03g03000
BCIN_05g00660,BCIN_03g03090
BCIN_01g01680,BCIN_03g03250
BCIN_12g05810,BCIN_03g03580
BCIN_10g04080,BCIN_03g03620
BCIN_04g01260,BCIN_03g03910
BCIN_10g02180,BCIN_03g04010
BCIN_16g05090,BCIN_03g04080
BCIN_03g02660,BCIN_03g04090
BCIN_07g03610,BCIN_03g04120
BCIN_02g00420,BCIN_03g04320
BCIN_08g01050,BCIN_03g04420
BCIN_02g00820,BCIN_03g04570
BCIN_12g01870,BCIN_03g04700
BCIN_08g05580,BCIN_03g04750
BCIN_03g06570,BCIN_03g04780
BCIN_13g04920,BCIN_03g04790
BCIN_04g03640,BCIN_03g04810
BCIN_14g03910,BCIN_03g04880
BCIN_09g05180,BCIN_03g04990
BCIN_05g06550,BCIN_03g05000
BCIN_14g05460,BCIN_03g05080
BCIN_11g00550,BCIN_03g05190
BCIN_11g05740,BCIN_03g05510
BCIN_03g03300,BCIN_03g05640
BCIN_04g00720,BCIN_03g05650
BCIN_04g06250,BCIN_03g05660
BCIN_09g04020,BCIN_03g05670
BCIN_14g00090,BCIN_03g05710
BCIN_02g05480,BCIN_03g05720
BCIN_02g00030,BCIN_03g05870
BCIN_01g02550,BCIN_03g05880
BCIN_01g07230,BCIN_03g05930
BCIN_04g01360,BCIN_03g05980
BCIN_03g00660,BCIN_03g06010
BCIN_11g06490,BCIN_03g06150
BCIN_06g02140,BCIN_03g06190
BCIN_15g04050,BCIN_03g06200
BCIN_05g01310,BCIN_03g06210
BCIN_14g00270,BCIN_03g06280
BCIN_02g09270,BCIN_03g06290
BCIN_14g01640,BCIN_03g06360
BCIN_03g05490,BCIN_03g06430
BCIN_05g06900,BCIN_03g06530
BCIN_05g06210,BCIN_03g06560
BCIN_05g05690,BCIN_03g06600
BCIN_08g01450,BCIN_03g06630
BCIN_16g00120,BCIN_03g06640
BCIN_06g02700,BCIN_03g06660
BCIN_13g02930,BCIN_03g06720
BCIN_06g01300,BCIN_03g06810
BCIN_09g05170,BCIN_03g06860
BCIN_04g06330,BCIN_03g06870
BCIN_09g02320,BCIN_03g06940
BCIN_15g02370,BCIN_03g06970
BCIN_05g01520,BCIN_03g07080
BCIN_15g02900,BCIN_03g07110
BCIN_09g04190,BCIN_03g07120
BCIN_12g06600,BCIN_03g07320
BCIN_08g04840,BCIN_03g07460
BCIN_09g05110,BCIN_03g07630
BCIN_04g01790,BCIN_03g07670
BCIN_03g00390,BCIN_03g07680
BCIN_02g00360,BCIN_03g07770
BCIN_05g01530,BCIN_03g07850
BCIN_01g10280,BCIN_03g08050
BCIN_05g04800,BCIN_03g08070
BCIN_12g05170,BCIN_03g08100
BCIN_04g00930,BCIN_03g08110
BCIN_16g01800,BCIN_03g08150
BCIN_02g04670,BCIN_03g08170
BCIN_05g06270,BCIN_03g08190
BCIN_02g02810,BCIN_03g08230
BCIN_10g03860,BCIN_03g08310
BCIN_14g01860,BCIN_03g08340
BCIN_16g03910,BCIN_03g08360
BCIN_13g05800,BCIN_03g08450
BCIN_02g02580,BCIN_03g08470
BCIN_09g01960,BCIN_03g08760
BCIN_09g06540,BCIN_03g08770
BCIN_03g04920,BCIN_03g08780
BCIN_03g04540,BCIN_03g08820
BCIN_05g05170,BCIN_03g08840
BCIN_06g01690,BCIN_03g08920
BCIN_02g05980,BCIN_03g09316
BCIN_01g08520,BCIN_03g09320
BCIN_13g03460,BCIN_04g00010
BCIN_12g04640,BCIN_04g00110
BCIN_05g08340,BCIN_04g00420
BCIN_14g04180,BCIN_04g00540
BCIN_06g00330,BCIN_04g00810
BCIN_01g09630,BCIN_04g00840
BCIN_14g05270,BCIN_04g00850
BCIN_14g00140,BCIN_04g00860
BCIN_12g02440,BCIN_04g00870
BCIN_02g04910,BCIN_04g00880
BCIN_03g03540,BCIN_04g00940
BCIN_05g00120,BCIN_04g00970
BCIN_02g00790,BCIN_04g01090
BCIN_02g07520,BCIN_04g01130
BCIN_05g04690,BCIN_04g01180
BCIN_12g06180,BCIN_04g01320
BCIN_05g00300,BCIN_04g01430
BCIN_15g01030,BCIN_04g01440
BCIN_02g00960,BCIN_04g01480
BCIN_02g01450,BCIN_04g01490
BCIN_15g03350,BCIN_04g01520
BCIN_12g02150,BCIN_04g01860
BCIN_13g05420,BCIN_04g01890
BCIN_12g03240,BCIN_04g01900
BCIN_14g04190,BCIN_04g01970
BCIN_02g07210,BCIN_04g01980
BCIN_13g00370,BCIN_04g02030
BCIN_03g00890,BCIN_04g02210
BCIN_04g04830,BCIN_04g02240
BCIN_07g00310,BCIN_04g02270
BCIN_12g00730,BCIN_04g02290
BCIN_04g04920,BCIN_04g02310
BCIN_11g06440,BCIN_04g02330
BCIN_01g00610,BCIN_04g02340
BCIN_05g03950,BCIN_04g02350
BCIN_01g06850,BCIN_04g02380
BCIN_06g02760,BCIN_04g02390
BCIN_12g04240,BCIN_04g02640
BCIN_15g01180,BCIN_04g02740
BCIN_07g03000,BCIN_04g02750
BCIN_09g05630,BCIN_04g02770
BCIN_13g01880,BCIN_04g02840
BCIN_03g05600,BCIN_04g03030
BCIN_04g05000,BCIN_04g03050
BCIN_01g10450,BCIN_04g03360
BCIN_14g01120,BCIN_04g03370
BCIN_01g09990,BCIN_04g03510
BCIN_09g05160,BCIN_04g03550
BCIN_08g05630,BCIN_04g03570
BCIN_06g05470,BCIN_04g03690
BCIN_10g03080,BCIN_04g03720
BCIN_08g02220,BCIN_04g03800
BCIN_10g00660,BCIN_04g03810
BCIN_02g02320,BCIN_04g04120
BCIN_12g05700,BCIN_04g04130
BCIN_02g05510,BCIN_04g04140
BCIN_07g00300,BCIN_04g04150
BCIN_01g01080,BCIN_04g04290
BCIN_12g02450,BCIN_04g04400
BCIN_14g03640,BCIN_04g04410
BCIN_16g00530,BCIN_04g04480
BCIN_05g07310,BCIN_04g04580
BCIN_03g06740,BCIN_04g04650
BCIN_03g01860,BCIN_04g04680
BCIN_08g05600,BCIN_04g04800
BCIN_07g00680,BCIN_04g04870
BCIN_11g02140,BCIN_04g05020
BCIN_13g04850,BCIN_04g05060
BCIN_02g00210,BCIN_04g05070
BCIN_07g06700,BCIN_04g05110
BCIN_09g02790,BCIN_04g05120
BCIN_08g00940,BCIN_04g05190
BCIN_06g01750,BCIN_04g05210
BCIN_09g04140,BCIN_04g05410
BCIN_07g03820,BCIN_04g05420
BCIN_02g09300,BCIN_04g05560
BCIN_04g04670,BCIN_04g05610
BCIN_12g04750,BCIN_04g05650
BCIN_04g00170,BCIN_04g05790
BCIN_01g00900,BCIN_04g05800
BCIN_11g03450,BCIN_04g05810
BCIN_11g04600,BCIN_04g05900
BCIN_10g02060,BCIN_04g06040
BCIN_15g04350,BCIN_04g06050
BCIN_11g01600,BCIN_04g06310
BCIN_08g06380,BCIN_04g06340
BCIN_14g02850,BCIN_04g06350
BCIN_02g00480,BCIN_04g06380
BCIN_14g04990,BCIN_04g06420
BCIN_12g00940,BCIN_04g06430
BCIN_14g05390,BCIN_04g06450
BCIN_05g03250,BCIN_04g06530
BCIN_15g00140,BCIN_04g06540
BCIN_03g02500,BCIN_04g06550
BCIN_11g01430,BCIN_04g06570
BCIN_01g00410,BCIN_04g06580
BCIN_03g09140,BCIN_04g06650
BCIN_05g07010,BCIN_04g06680
BCIN_09g05490,BCIN_04g06710
BCIN_03g08120,BCIN_04g06770
BCIN_08g05950,BCIN_04g06830
BCIN_16g02150,BCIN_05g00010
BCIN_15g03530,BCIN_05g00030
BCIN_12g06710,BCIN_05g00090
BCIN_06g03500,BCIN_05g00150
BCIN_01g08300,BCIN_05g00180
BCIN_08g03890,BCIN_05g00310
BCIN_01g01810,BCIN_05g00390
BCIN_04g01290,BCIN_05g00400
BCIN_04g06850,BCIN_05g00620
BCIN_04g04810,BCIN_05g00690
BCIN_05g02610,BCIN_05g00810
BCIN_14g04110,BCIN_05g01080
BCIN_13g01610,BCIN_05g01170
BCIN_01g05800,BCIN_05g01190
BCIN_12g00690,BCIN_05g01240
BCIN_02g08940,BCIN_05g01250
BCIN_08g03230,BCIN_05g01260
BCIN_01g08100,BCIN_05g01280
BCIN_11g05460,BCIN_05g01330
BCIN_16g04120,BCIN_05g01560
BCIN_15g02150,BCIN_05g01580
BCIN_10g05500,BCIN_05g01600
BCIN_11g04920,BCIN_05g01630
BCIN_12g02680,BCIN_05g01660
BCIN_09g04310,BCIN_05g01740
BCIN_12g03370,BCIN_05g01770
BCIN_09g00180,BCIN_05g01780
BCIN_14g04080,BCIN_05g01800
BCIN_02g03400,BCIN_05g01820
BCIN_10g00570,BCIN_05g01960
BCIN_10g01660,BCIN_05g01970
BCIN_10g01590,BCIN_05g01980
BCIN_13g03250,BCIN_05g01990
BCIN_02g09070,BCIN_05g02000
BCIN_03g03600,BCIN_05g02010
BCIN_01g04210,BCIN_05g02020
BCIN_01g06840,BCIN_05g02030
BCIN_02g02140,BCIN_05g02040
BCIN_15g02380,BCIN_05g02050
BCIN_05g02950,BCIN_05g02090
BCIN_14g03900,BCIN_05g02100
BCIN_13g05380,BCIN_05g02180
BCIN_04g05150,BCIN_05g02290
BCIN_08g03620,BCIN_05g02350
BCIN_02g02190,BCIN_05g02510
BCIN_08g01990,BCIN_05g02580
BCIN_06g03060,BCIN_05g02620
BCIN_01g08510,BCIN_05g02630
BCIN_06g07370,BCIN_05g02770
BCIN_16g02790,BCIN_05g02820
BCIN_02g06860,BCIN_05g02830
BCIN_16g02260,BCIN_05g03100
BCIN_10g00950,BCIN_05g03150
BCIN_13g03660,BCIN_05g03170
BCIN_14g02840,BCIN_05g03270
BCIN_09g05210,BCIN_05g03350
BCIN_01g02690,BCIN_05g03360
BCIN_13g03670,BCIN_05g03370
BCIN_15g02770,BCIN_05g03380
BCIN_15g04000,BCIN_05g03410
BCIN_06g04470,BCIN_05g03420
BCIN_11g01610,BCIN_05g03440
BCIN_10g00720,BCIN_05g03510
BCIN_03g07540,BCIN_05g03520
BCIN_06g01220,BCIN_05g03530
BCIN_06g06350,BCIN_05g03540
BCIN_10g01570,BCIN_05g03550
BCIN_07g04660,BCIN_05g03580
BCIN_03g07750,BCIN_05g03680
BCIN_07g06030,BCIN_05g03750
BCIN_14g01200,BCIN_05g03800
BCIN_03g03280,BCIN_05g03840
BCIN_12g03800,BCIN_05g03920
BCIN_04g03700,BCIN_05g03940
BCIN_13g04210,BCIN_05g03960
BCIN_11g04660,BCIN_05g04010
BCIN_15g03620,BCIN_05g04070
BCIN_06g06340,BCIN_05g04080
BCIN_01g08880,BCIN_05g04090
BCIN_09g00230,BCIN_05g04280
BCIN_15g04700,BCIN_05g04300
BCIN_06g02190,BCIN_05g04370
BCIN_14g05540,BCIN_05g04410
BCIN_13g05810,BCIN_05g04440
BCIN_09g03130,BCIN_05g04530
BCIN_16g02690,BCIN_05g04540
BCIN_12g00340,BCIN_05g04770
BCIN_10g02550,BCIN_05g05100
BCIN_01g03900,BCIN_05g05140
BCIN_14g00150,BCIN_05g05150
BCIN_10g03510,BCIN_05g05230
BCIN_13g05760,BCIN_05g05280
BCIN_03g09190,BCIN_05g05320
BCIN_06g01680,BCIN_05g05350
BCIN_02g08380,BCIN_05g05390
BCIN_08g01640,BCIN_05g05410
BCIN_01g01480,BCIN_05g05520
BCIN_05g08270,BCIN_05g05630
BCIN_05g06610,BCIN_05g05640
BCIN_03g08000,BCIN_05g05650
BCIN_02g01260,BCIN_05g05660
BCIN_05g07690,BCIN_05g05670
BCIN_03g08910,BCIN_05g05680
BCIN_06g04900,BCIN_05g05750
BCIN_05g05360,BCIN_05g05760
BCIN_13g04550,BCIN_05g05820
