Artigo,Funexpression
BCIN_05g02820,BCIN_01g06170
BCIN_01g07090,BCIN_01g06210
BCIN_07g00060,BCIN_01g06390
BCIN_02g00160,BCIN_01g06400
BCIN_14g03310,BCIN_01g06410
BCIN_11g01090,BCIN_01g06450
BCIN_03g08760,BCIN_01g06600
BCIN_12g06200,BCIN_01g06730
BCIN_15g05390,BCIN_01g06740
BCIN_06g07160,BCIN_01g06750
BCIN_01g02460,BCIN_01g06760
BCIN_10g05670,BCIN_01g06770
BCIN_04g04800,BCIN_01g06800
BCIN_16g00570,BCIN_01g06820
BCIN_01g07340,BCIN_01g06880
BCIN_13g02780,BCIN_01g06910
BCIN_07g05320,BCIN_01g06940
BCIN_01g09740,BCIN_01g06960
BCIN_10g04120,BCIN_01g07180
BCIN_02g00970,BCIN_01g07210
BCIN_09g05000,BCIN_01g07220
BCIN_05g01580,BCIN_01g07230
BCIN_08g05420,BCIN_01g07260
BCIN_14g01100,BCIN_01g07370
BCIN_01g04580,BCIN_01g07380
BCIN_15g04760,BCIN_01g07460
BCIN_14g01160,BCIN_01g07490
BCIN_01g10270,BCIN_01g07530
BCIN_13g02430,BCIN_01g07550
BCIN_16g00550,BCIN_01g07560
BCIN_13g01010,BCIN_01g07580
BCIN_13g02020,BCIN_01g07590
BCIN_07g04950,BCIN_01g07620
BCIN_05g07620,BCIN_01g07630
BCIN_02g00650,BCIN_01g07830
BCIN_15g04790,BCIN_01g07870
BCIN_06g05200,BCIN_01g07900
BCIN_13g01900,BCIN_01g07980
BCIN_08g02540,BCIN_01g08010
BCIN_04g05650,BCIN_01g08020
BCIN_02g06340,BCIN_01g08030
BCIN_07g00730,BCIN_01g08050
BCIN_09g02930,BCIN_01g08100
BCIN_12g01770,BCIN_01g08110
BCIN_08g06840,BCIN_01g08120
BCIN_06g04820,BCIN_01g08140
BCIN_14g04430,BCIN_01g08160
BCIN_02g04720,BCIN_01g08190
BCIN_16g00930,BCIN_01g08240
BCIN_06g01790,BCIN_01g08260
BCIN_09g03470,BCIN_01g08270
BCIN_02g08850,BCIN_01g08280
BCIN_01g08820,BCIN_01g08300
BCIN_07g02130,BCIN_01g08330
BCIN_05g05900,BCIN_01g08340
BCIN_06g06670,BCIN_01g08440
BCIN_16g01000,BCIN_01g08450
BCIN_03g08840,BCIN_01g08480
BCIN_01g03360,BCIN_01g08510
BCIN_07g03800,BCIN_01g08520
BCIN_09g03120,BCIN_01g08630
BCIN_03g08770,BCIN_01g08640
BCIN_01g04310,BCIN_01g08690
BCIN_05g03380,BCIN_01g08700
BCIN_01g08170,BCIN_01g08740
BCIN_03g02630,BCIN_01g08830
BCIN_11g04380,BCIN_01g08860
BCIN_16g01890,BCIN_01g08910
BCIN_03g02460,BCIN_01g08940
BCIN_05g06510,BCIN_01g08960
BCIN_02g07640,BCIN_01g09030
BCIN_11g00680,BCIN_01g09100
BCIN_15g05370,BCIN_01g09170
BCIN_01g00180,BCIN_01g09270
BCIN_09g02440,BCIN_01g09280
BCIN_12g01180,BCIN_01g09390
BCIN_05g03360,BCIN_01g09400
BCIN_06g04410,BCIN_01g09430
BCIN_10g01150,BCIN_01g09520
BCIN_14g01810,BCIN_01g09580
BCIN_09g06680,BCIN_01g09590
BCIN_10g02010,BCIN_01g09650
BCIN_06g01180,BCIN_01g09700
BCIN_14g01260,BCIN_01g09760
BCIN_08g01060,BCIN_01g09830
BCIN_10g04310,BCIN_01g09950
BCIN_03g04010,BCIN_01g09960
BCIN_09g02350,BCIN_01g09970
BCIN_06g00350,BCIN_01g09980
BCIN_07g06060,BCIN_01g09990
BCIN_11g00010,BCIN_01g10010
BCIN_11g04340,BCIN_01g10020
BCIN_07g03110,BCIN_01g10030
BCIN_14g04250,BCIN_01g10040
BCIN_01g07670,BCIN_01g10100
BCIN_06g03790,BCIN_01g10120
BCIN_04g02380,BCIN_01g10310
BCIN_09g06580,BCIN_01g10340
BCIN_15g01210,BCIN_01g10490
BCIN_02g05520,BCIN_01g10500
BCIN_05g07210,BCIN_01g10530
BCIN_05g06400,BCIN_01g10560
BCIN_15g00590,BCIN_01g10580
BCIN_02g09140,BCIN_01g10650
BCIN_06g03070,BCIN_01g10790
BCIN_05g02000,BCIN_01g10880
BCIN_10g03960,BCIN_01g10890
BCIN_01g08920,BCIN_01g10940
BCIN_05g02030,BCIN_01g10950
BCIN_13g03710,BCIN_01g10960
BCIN_14g03210,BCIN_01g11010
BCIN_05g05100,BCIN_01g11020
BCIN_02g07630,BCIN_01g11180
BCIN_11g04190,BCIN_01g11200
BCIN_16g01190,BCIN_01g11210
BCIN_05g02010,BCIN_01g11220
BCIN_14g04540,BCIN_01g11230
BCIN_15g02330,BCIN_01g11240
BCIN_13g03360,BCIN_01g11320
BCIN_08g03450,BCIN_01g11390
BCIN_03g07670,BCIN_01g11430
BCIN_16g01470,BCIN_02g00008
BCIN_01g09110,BCIN_02g00060
BCIN_02g08760,BCIN_02g00130
BCIN_03g03200,BCIN_02g00180
BCIN_08g04060,BCIN_02g00200
BCIN_01g10430,BCIN_02g00210
BCIN_02g01150,BCIN_02g00310
BCIN_09g04540,BCIN_02g00320
BCIN_01g05690,BCIN_02g00350
BCIN_13g05050,BCIN_02g00360
BCIN_05g02020,BCIN_02g00370
BCIN_03g06630,BCIN_02g00420
BCIN_07g06360,BCIN_02g00440
BCIN_08g02150,BCIN_02g00480
BCIN_06g00620,BCIN_02g00610
BCIN_05g07650,BCIN_02g00620
BCIN_10g03730,BCIN_02g00790
BCIN_06g03600,BCIN_02g00800
BCIN_09g05950,BCIN_02g00810
BCIN_04g00880,BCIN_02g00820
BCIN_05g03800,BCIN_02g00830
BCIN_05g01560,BCIN_02g00840
BCIN_06g03990,BCIN_02g00960
BCIN_10g03810,BCIN_02g00990
BCIN_04g01430,BCIN_02g01110
BCIN_01g02330,BCIN_02g01230
BCIN_11g01450,BCIN_02g01260
BCIN_07g06960,BCIN_02g01300
BCIN_01g05100,BCIN_02g01370
BCIN_05g01800,BCIN_02g01400
BCIN_04g02290,BCIN_02g01410
BCIN_07g05940,BCIN_02g01420
BCIN_10g04960,BCIN_02g01450
BCIN_11g06260,BCIN_02g01460
BCIN_09g02150,BCIN_02g01480
BCIN_01g08360,BCIN_02g01500
BCIN_10g05490,BCIN_02g01520
BCIN_08g06350,BCIN_02g01550
BCIN_16g04990,BCIN_02g01570
BCIN_07g05930,BCIN_02g01580
BCIN_02g00013,BCIN_02g01630
BCIN_11g06060,BCIN_02g01640
BCIN_06g05260,BCIN_02g01710
BCIN_09g06590,BCIN_02g01730
BCIN_10g03050,BCIN_02g01810
BCIN_13g03690,BCIN_02g01820
BCIN_05g01980,BCIN_02g01900
BCIN_14g05220,BCIN_02g01910
BCIN_06g07110,BCIN_02g01950
BCIN_08g02700,BCIN_02g02000
BCIN_10g00890,BCIN_02g02090
BCIN_04g04930,BCIN_02g02100
BCIN_06g00430,BCIN_02g02110
BCIN_06g04530,BCIN_02g02150
BCIN_06g06930,BCIN_02g02160
BCIN_05g03580,BCIN_02g02250
BCIN_06g03610,BCIN_02g02270
BCIN_09g05020,BCIN_02g02280
BCIN_01g02970,BCIN_02g02310
BCIN_15g01940,BCIN_02g02320
BCIN_11g03560,BCIN_02g02330
BCIN_10g03150,BCIN_02g02380
BCIN_14g03190,BCIN_02g02390
BCIN_08g06890,BCIN_02g02420
BCIN_01g09720,BCIN_02g02440
BCIN_04g01090,BCIN_02g02450
BCIN_08g05540,BCIN_02g02500
BCIN_13g01150,BCIN_02g02510
BCIN_12g01880,BCIN_02g02520
BCIN_01g10410,BCIN_02g02540
BCIN_03g08820,BCIN_02g02550
BCIN_07g02530,BCIN_02g02560
BCIN_10g03120,BCIN_02g02580
BCIN_07g01460,BCIN_02g02610
BCIN_11g02810,BCIN_02g02620
BCIN_14g01390,BCIN_02g02630
BCIN_08g04940,BCIN_02g02700
BCIN_05g07500,BCIN_02g02730
BCIN_01g04920,BCIN_02g02750
BCIN_05g03440,BCIN_02g02810
BCIN_02g08310,BCIN_02g02910
BCIN_01g02840,BCIN_02g02940
BCIN_07g04030,BCIN_02g02980
BCIN_14g01240,BCIN_02g03000
BCIN_13g05300,BCIN_02g03030
BCIN_09g03480,BCIN_02g03080
BCIN_06g05330,BCIN_02g03090
BCIN_03g08780,BCIN_02g03160
BCIN_13g02210,BCIN_02g03180
BCIN_13g05200,BCIN_02g03210
BCIN_10g00050,BCIN_02g03220
BCIN_11g02640,BCIN_02g03260
BCIN_14g04290,BCIN_02g03350
BCIN_05g02180,BCIN_02g03380
BCIN_09g01900,BCIN_02g03390
BCIN_05g04530,BCIN_02g03400
BCIN_05g00620,BCIN_02g03450
BCIN_03g02910,BCIN_02g03480
BCIN_05g04010,BCIN_02g03490
BCIN_03g04470,BCIN_02g03500
BCIN_01g07040,BCIN_02g03560
BCIN_05g01990,BCIN_02g03570
BCIN_16g00060,BCIN_02g03600
BCIN_16g02520,BCIN_02g03630
BCIN_08g04070,BCIN_02g03670
BCIN_11g02910,BCIN_02g03820
BCIN_08g05210,BCIN_02g03860
BCIN_02g00280,BCIN_02g03910
BCIN_10g02140,BCIN_02g03930
BCIN_04g03690,BCIN_02g03960
BCIN_05g02970,BCIN_02g04040
BCIN_08g02730,BCIN_02g04060
BCIN_09g06710,BCIN_02g04170
BCIN_13g05860,BCIN_02g04250
BCIN_12g05200,BCIN_02g04270
BCIN_09g01910,BCIN_02g04310
BCIN_11g03250,BCIN_02g04400
BCIN_04g00850,BCIN_02g04450
BCIN_01g01740,BCIN_02g04460
BCIN_03g01690,BCIN_02g04480
BCIN_09g00190,BCIN_02g04520
BCIN_08g01860,BCIN_02g04570
BCIN_10g06070,BCIN_02g04620
BCIN_08g02090,BCIN_02g04640
BCIN_03g06290,BCIN_02g04670
BCIN_13g05160,BCIN_02g04690
BCIN_13g04700,BCIN_02g04840
BCIN_06g00590,BCIN_02g04850
BCIN_10g03690,BCIN_02g04860
BCIN_07g06080,BCIN_02g04910
BCIN_09g05260,BCIN_02g04940
BCIN_03g08100,BCIN_02g05180
BCIN_16g04410,BCIN_02g05190
BCIN_04g00840,BCIN_02g05250
BCIN_08g04460,BCIN_02g05300
BCIN_05g01770,BCIN_02g05450
BCIN_12g00360,BCIN_02g05460
BCIN_04g06420,BCIN_02g05470
BCIN_02g01490,BCIN_02g05480
BCIN_07g01340,BCIN_02g05490
BCIN_03g02770,BCIN_02g05500
BCIN_01g05260,BCIN_02g05510
BCIN_14g04470,BCIN_02g05540
BCIN_05g05630,BCIN_02g05590
BCIN_11g02820,BCIN_02g05600
BCIN_10g04400,BCIN_02g05620
BCIN_07g06830,BCIN_02g05670
BCIN_08g02690,BCIN_02g05690
BCIN_04g06430,BCIN_02g05700
BCIN_01g10680,BCIN_02g05730
BCIN_12g04850,BCIN_02g05840
BCIN_14g01790,BCIN_02g05850
BCIN_02g07220,BCIN_02g05870
BCIN_05g00400,BCIN_02g05880
BCIN_04g06540,BCIN_02g05920
BCIN_04g00860,BCIN_02g05960
BCIN_06g06910,BCIN_02g05970
BCIN_06g07430,BCIN_02g05980
BCIN_05g04480,BCIN_02g06080
BCIN_08g03190,BCIN_02g06140
BCIN_11g04390,BCIN_02g06200
BCIN_03g06610,BCIN_02g06210
BCIN_15g05400,BCIN_02g06240
BCIN_01g04150,BCIN_02g06250
BCIN_09g03490,BCIN_02g06270
BCIN_06g00050,BCIN_02g06400
BCIN_14g01460,BCIN_02g06470
BCIN_15g01040,BCIN_02g06480
BCIN_03g05000,BCIN_02g06520
BCIN_13g02090,BCIN_02g06570
BCIN_02g05330,BCIN_02g06580
BCIN_12g04950,BCIN_02g06620
BCIN_01g04880,BCIN_02g06650
BCIN_09g05640,BCIN_02g06670
BCIN_07g03180,BCIN_02g06680
BCIN_13g01090,BCIN_02g06750
BCIN_07g01020,BCIN_02g06810
BCIN_13g03370,BCIN_02g06820
BCIN_13g02190,BCIN_02g06950
BCIN_05g01970,BCIN_02g06990
BCIN_16g01040,BCIN_02g07010
BCIN_02g02570,BCIN_02g07080
BCIN_03g02880,BCIN_02g07100
BCIN_05g01470,BCIN_02g07420
BCIN_10g05760,BCIN_02g07430
BCIN_05g04370,BCIN_02g07440
BCIN_07g05310,BCIN_02g07520
BCIN_08g03960,BCIN_02g07560
BCIN_03g01040,BCIN_02g07720
BCIN_03g08110,BCIN_02g07760
BCIN_02g01610,BCIN_02g07790
BCIN_08g06990,BCIN_02g07860
BCIN_03g02870,BCIN_02g07870
BCIN_01g05110,BCIN_02g07930
BCIN_09g03060,BCIN_02g07940
BCIN_05g04280,BCIN_02g07950
BCIN_09g05100,BCIN_02g08010
BCIN_14g01550,BCIN_02g08020
BCIN_14g05360,BCIN_02g08050
BCIN_01g08870,BCIN_02g08070
BCIN_02g05030,BCIN_02g08100
BCIN_05g02050,BCIN_02g08120
BCIN_04g02490,BCIN_02g08270
BCIN_11g00560,BCIN_02g08370
BCIN_15g04770,BCIN_02g08380
BCIN_09g04520,BCIN_02g08410
BCIN_11g05160,BCIN_02g08420
BCIN_07g01840,BCIN_02g08540
BCIN_10g04320,BCIN_02g08730
BCIN_05g06650,BCIN_02g08830
BCIN_07g02740,BCIN_02g08880
BCIN_03g08920,BCIN_02g08890
BCIN_04g00870,BCIN_02g08900
BCIN_06g01510,BCIN_02g08910
BCIN_01g07320,BCIN_02g08920
BCIN_06g03800,BCIN_02g08940
BCIN_03g00880,BCIN_02g08950
BCIN_12g01800,BCIN_02g08960
BCIN_11g05430,BCIN_02g08990
BCIN_08g05090,BCIN_02g09040
BCIN_15g03640,BCIN_02g09070
BCIN_15g04240,BCIN_02g09090
BCIN_09g06700,BCIN_02g09260
BCIN_01g03780,BCIN_02g09270
BCIN_16g04230,BCIN_02g09340
BCIN_03g01810,BCIN_02g09370
BCIN_14g02820,BCIN_03g00005
BCIN_06g04830,BCIN_03g00030
BCIN_10g06080,BCIN_03g00040
BCIN_12g01750,BCIN_03g00060
BCIN_07g03260,BCIN_03g00160
BCIN_05g01240,BCIN_03g00210
BCIN_01g04600,BCIN_03g00220
BCIN_03g02760,BCIN_03g00390
BCIN_02g02300,BCIN_03g00440
BCIN_09g03110,BCIN_03g00560
BCIN_02g06910,BCIN_03g00570
BCIN_12g06060,BCIN_03g00620
BCIN_08g04140,BCIN_03g00640
BCIN_04g00430,BCIN_03g00660
BCIN_01g03400,BCIN_03g00670
BCIN_06g05140,BCIN_03g00700
BCIN_06g05780,BCIN_03g00710
BCIN_07g06070,BCIN_03g00740
BCIN_05g05110,BCIN_03g00820
BCIN_07g03380,BCIN_03g00830
BCIN_06g04110,BCIN_03g00860
BCIN_13g04290,BCIN_03g00890
BCIN_15g03170,BCIN_03g00930
BCIN_02g06330,BCIN_03g00950
BCIN_05g05520,BCIN_03g01010
BCIN_04g01050,BCIN_03g01030
BCIN_01g03540,BCIN_03g01100
BCIN_05g02040,BCIN_03g01150
BCIN_07g02770,BCIN_03g01330
BCIN_08g01570,BCIN_03g01340
BCIN_09g03350,BCIN_03g01460
BCIN_09g06730,BCIN_03g01500
BCIN_14g01250,BCIN_03g01520
BCIN_08g01580,BCIN_03g01530
BCIN_08g06230,BCIN_03g01540
BCIN_08g01090,BCIN_03g01550
BCIN_08g05020,BCIN_03g01560
BCIN_05g04540,BCIN_03g01570
BCIN_06g03110,BCIN_03g01580
BCIN_06g06510,BCIN_03g01700
BCIN_01g07080,BCIN_03g01750
BCIN_05g00870,BCIN_03g01760
BCIN_14g01410,BCIN_03g01860
BCIN_08g02660,BCIN_03g01920
BCIN_16g03510,BCIN_03g01960
BCIN_02g00220,BCIN_03g01970
BCIN_11g03520,BCIN_03g02000
BCIN_06g01880,BCIN_03g02010
BCIN_05g02630,BCIN_03g02020
BCIN_09g01520,BCIN_03g02030
BCIN_15g02700,BCIN_03g02040
BCIN_06g04070,BCIN_03g02050
BCIN_13g05110,BCIN_03g02060
BCIN_03g00400,BCIN_03g02070
BCIN_08g01410,BCIN_03g02120
BCIN_14g03070,BCIN_03g02130
BCIN_03g00540,BCIN_03g02340
BCIN_03g00750,BCIN_03g02350
BCIN_11g00530,BCIN_03g02430
BCIN_16g02090,BCIN_03g02440
BCIN_01g10810,BCIN_03g02500
BCIN_12g01470,BCIN_03g02590
BCIN_15g00300,BCIN_03g02600
BCIN_10g02570,BCIN_03g02610
BCIN_14g00340,BCIN_03g02660
BCIN_09g06670,BCIN_03g02710
BCIN_12g06050,BCIN_03g02820
BCIN_09g01970,BCIN_03g02950
BCIN_07g05700,BCIN_03g02980
BCIN_01g09000,BCIN_03g03070
BCIN_11g01990,BCIN_03g03140
BCIN_08g01620,BCIN_03g03150
BCIN_10g03760,BCIN_03g03170
BCIN_05g04080,BCIN_03g03180
BCIN_02g07680,BCIN_03g03240
BCIN_10g05960,BCIN_03g03280
BCIN_01g10930,BCIN_03g03300
BCIN_02g03970,BCIN_03g03360
BCIN_05g05230,BCIN_03g03390
BCIN_05g08050,BCIN_03g03430
BCIN_07g04550,BCIN_03g03440
BCIN_05g04300,BCIN_03g03470
BCIN_05g04290,BCIN_03g03480
BCIN_09g02540,BCIN_03g03550
BCIN_03g05470,BCIN_03g03560
BCIN_02g02830,BCIN_03g03600
BCIN_18g00110,BCIN_03g03610
BCIN_11g02960,BCIN_03g03650
BCIN_12g00520,BCIN_03g03700
BCIN_10g02370,BCIN_03g03710
BCIN_07g06240,BCIN_03g03740
BCIN_08g01760,BCIN_03g03800
BCIN_10g00150,BCIN_03g03810
BCIN_06g01610,BCIN_03g03850
BCIN_14g04300,BCIN_03g03860
BCIN_03g00250,BCIN_03g03870
BCIN_06g01430,BCIN_03g04040
BCIN_16g02190,BCIN_03g04060
BCIN_14g01270,BCIN_03g04130
BCIN_09g04300,BCIN_03g04150
BCIN_06g01920,BCIN_03g04170
BCIN_13g03490,BCIN_03g04180
BCIN_15g04560,BCIN_03g04210
BCIN_04g01570,BCIN_03g04230
BCIN_10g02030,BCIN_03g04270
BCIN_11g02920,BCIN_03g04280
BCIN_08g02880,BCIN_03g04300
BCIN_02g07320,BCIN_03g04340
BCIN_09g01670,BCIN_03g04440
BCIN_10g03800,BCIN_03g04460
BCIN_07g02730,BCIN_03g04510
BCIN_15g01900,BCIN_03g04540
BCIN_02g00150,BCIN_03g04550
BCIN_13g05010,BCIN_03g04570
BCIN_08g04900,BCIN_03g04630
BCIN_01g05510,BCIN_03g04730
BCIN_16g01180,BCIN_03g04820
BCIN_07g05030,BCIN_03g04830
BCIN_03g08340,BCIN_03g04840
BCIN_08g04530,BCIN_03g04860
BCIN_11g03580,BCIN_03g04920
BCIN_08g01790,BCIN_03g05090
BCIN_10g00780,BCIN_03g05140
BCIN_13g01160,BCIN_03g05150
BCIN_11g06200,BCIN_03g05160
BCIN_06g03960,BCIN_03g05170
BCIN_08g03460,BCIN_03g05180
BCIN_09g05930,BCIN_03g05230
BCIN_02g01140,BCIN_03g05240
BCIN_07g06110,BCIN_03g05330
BCIN_06g06090,BCIN_03g05350
BCIN_03g00080,BCIN_03g05390
BCIN_10g02860,BCIN_03g05420
BCIN_15g01470,BCIN_03g05490
BCIN_07g06780,BCIN_03g05500
BCIN_05g05640,BCIN_03g05530
BCIN_10g03980,BCIN_03g05550
BCIN_09g02160,BCIN_03g05590
BCIN_09g06690,BCIN_03g05600
BCIN_02g08080,BCIN_03g05680
BCIN_04g06080,BCIN_03g05740
BCIN_05g00240,BCIN_03g05770
BCIN_04g05610,BCIN_03g05820
BCIN_04g04410,BCIN_03g05840
BCIN_04g01480,BCIN_03g05900
BCIN_01g00870,BCIN_03g05910
BCIN_07g03750,BCIN_03g05970
BCIN_15g01050,BCIN_03g06120
BCIN_15g04640,BCIN_03g06180
BCIN_14g02120,BCIN_03g06220
BCIN_03g02250,BCIN_03g06270
BCIN_11g04250,BCIN_03g06330
BCIN_01g03530,BCIN_03g06340
BCIN_01g08080,BCIN_03g06350
BCIN_14g04260,BCIN_03g06440
BCIN_01g07660,BCIN_03g06500
BCIN_16g01700,BCIN_03g06520
BCIN_07g02890,BCIN_03g06540
BCIN_03g04880,BCIN_03g06570
BCIN_06g07190,BCIN_03g06580
BCIN_09g00570,BCIN_03g06670
BCIN_07g00400,BCIN_03g06680
BCIN_06g02980,BCIN_03g06700
BCIN_02g01720,BCIN_03g06740
BCIN_08g01610,BCIN_03g06830
BCIN_16g00050,BCIN_03g06840
BCIN_04g02640,BCIN_03g06930
BCIN_09g07130,BCIN_03g06980
BCIN_11g02280,BCIN_03g07050
BCIN_09g01430,BCIN_03g07060
BCIN_08g02680,BCIN_03g07130
BCIN_01g06230,BCIN_03g07140
BCIN_06g01230,BCIN_03g07150
BCIN_05g00810,BCIN_03g07170
BCIN_14g01060,BCIN_03g07180
BCIN_15g05350,BCIN_03g07190
BCIN_02g06460,BCIN_03g07200
BCIN_04g00940,BCIN_03g07210
BCIN_13g05730,BCIN_03g07230
BCIN_08g04240,BCIN_03g07240
BCIN_04g04430,BCIN_03g07260
BCIN_16g03670,BCIN_03g07270
BCIN_16g01520,BCIN_03g07350
BCIN_11g02690,BCIN_03g07360
BCIN_05g08190,BCIN_03g07370
BCIN_06g00360,BCIN_03g07470
BCIN_01g10750,BCIN_03g07520
BCIN_07g06380,BCIN_03g07610
BCIN_10g03160,BCIN_03g07720
BCIN_04g06710,BCIN_03g07830
BCIN_07g04570,BCIN_03g07870
BCIN_10g03040,BCIN_03g07890
BCIN_12g02870,BCIN_03g07910
BCIN_10g00380,BCIN_03g07920
BCIN_16g03530,BCIN_03g07940
BCIN_12g04460,BCIN_03g07970
BCIN_14g04310,BCIN_03g08010
BCIN_16g01300,BCIN_03g08020
BCIN_06g02240,BCIN_03g08030
BCIN_14g01540,BCIN_03g08070
BCIN_10g03890,BCIN_03g08090
BCIN_08g02190,BCIN_03g08120
BCIN_01g05170,BCIN_03g08130
BCIN_14g03660,BCIN_03g08350
BCIN_02g07960,BCIN_03g08530
BCIN_12g04030,BCIN_03g08570
BCIN_12g02800,BCIN_03g08620
BCIN_02g04090,BCIN_03g08640
BCIN_09g06080,BCIN_03g08650
BCIN_04g04130,BCIN_03g08670
