Artigo,Funexpression
BCIN_10g00980,BCIN_03g08710
BCIN_06g06920,BCIN_03g08720
BCIN_08g06710,BCIN_03g08800
BCIN_01g00450,BCIN_03g08810
BCIN_07g05460,BCIN_03g08860
BCIN_08g02870,BCIN_03g08910
BCIN_05g02080,BCIN_03g08970
BCIN_01g01140,BCIN_03g09080
BCIN_16g04790,BCIN_03g09100
BCIN_07g05950,BCIN_03g09190
BCIN_02g06150,BCIN_03g09200
BCIN_09g00830,BCIN_03g09210
BCIN_13g02010,BCIN_03g09250
BCIN_10g01280,BCIN_03g09270
BCIN_01g10460,BCIN_03g09318
BCIN_11g03840,BCIN_04g00040
BCIN_02g04830,BCIN_04g00140
BCIN_02g07070,BCIN_04g00150
BCIN_16g04090,BCIN_04g00170
BCIN_11g01860,BCIN_04g00180
BCIN_06g04880,BCIN_04g00210
BCIN_02g06280,BCIN_04g00260
BCIN_10g03380,BCIN_04g00320
BCIN_15g05550,BCIN_04g00360
BCIN_08g02100,BCIN_04g00470
BCIN_12g00270,BCIN_04g00490
BCIN_08g04120,BCIN_04g00550
BCIN_15g00270,BCIN_04g00580
BCIN_10g00190,BCIN_04g00720
BCIN_04g06140,BCIN_04g00730
BCIN_13g00520,BCIN_04g00770
BCIN_10g04710,BCIN_04g00980
BCIN_05g03750,BCIN_04g01000
BCIN_10g04780,BCIN_04g01040
BCIN_12g01460,BCIN_04g01100
BCIN_16g02490,BCIN_04g01170
BCIN_11g05690,BCIN_04g01190
BCIN_05g01660,BCIN_04g01280
BCIN_09g01590,BCIN_04g01360
BCIN_08g06730,BCIN_04g01370
BCIN_13g05190,BCIN_04g01400
BCIN_02g01010,BCIN_04g01410
BCIN_08g00720,BCIN_04g01470
BCIN_16g01510,BCIN_04g01550
BCIN_03g03520,BCIN_04g01560
BCIN_16g03080,BCIN_04g01680
BCIN_09g04630,BCIN_04g01690
BCIN_05g06180,BCIN_04g01700
BCIN_01g00840,BCIN_04g01780
BCIN_05g05700,BCIN_04g01790
BCIN_18g00010,BCIN_04g01900
BCIN_04g06830,BCIN_04g01920
BCIN_06g02970,BCIN_04g01930
BCIN_10g01510,BCIN_04g01940
BCIN_09g02020,BCIN_04g02010
BCIN_08g01100,BCIN_04g02150
BCIN_04g02750,BCIN_04g02200
BCIN_09g00100,BCIN_04g02320
BCIN_13g02860,BCIN_04g02660
BCIN_08g03670,BCIN_04g02670
BCIN_05g00570,BCIN_04g02680
BCIN_14g00360,BCIN_04g02730
BCIN_05g07700,BCIN_04g02800
BCIN_15g03910,BCIN_04g02870
BCIN_13g04340,BCIN_04g03000
BCIN_02g04410,BCIN_04g03070
BCIN_07g00750,BCIN_04g03080
BCIN_09g04930,BCIN_04g03100
BCIN_08g00330,BCIN_04g03150
BCIN_12g04620,BCIN_04g03220
BCIN_02g08770,BCIN_04g03230
BCIN_13g03410,BCIN_04g03240
BCIN_08g02200,BCIN_04g03280
BCIN_01g06670,BCIN_04g03320
BCIN_13g03340,BCIN_04g03330
BCIN_09g01300,BCIN_04g03340
BCIN_09g06130,BCIN_04g03380
BCIN_13g05630,BCIN_04g03410
BCIN_05g03830,BCIN_04g03420
BCIN_10g03620,BCIN_04g03500
BCIN_05g03410,BCIN_04g03510
BCIN_15g00170,BCIN_04g03520
BCIN_13g05210,BCIN_04g03530
BCIN_14g05120,BCIN_04g03590
BCIN_12g05040,BCIN_04g03610
BCIN_08g06400,BCIN_04g03620
BCIN_11g00490,BCIN_04g03640
BCIN_04g02190,BCIN_04g03700
BCIN_05g07520,BCIN_04g03710
BCIN_05g06500,BCIN_04g03840
BCIN_04g02140,BCIN_04g03850
BCIN_02g04500,BCIN_04g03890
BCIN_05g03610,BCIN_04g03990
BCIN_01g09310,BCIN_04g04070
BCIN_05g03170,BCIN_04g04170
BCIN_01g10420,BCIN_04g04320
BCIN_14g04660,BCIN_04g04350
BCIN_08g01740,BCIN_04g04360
BCIN_04g01840,BCIN_04g04370
BCIN_05g02620,BCIN_04g04390
BCIN_11g01720,BCIN_04g04500
BCIN_11g05480,BCIN_04g04620
BCIN_08g01810,BCIN_04g04630
BCIN_16g02230,BCIN_04g04660
BCIN_05g07230,BCIN_04g04670
BCIN_03g04750,BCIN_04g04880
BCIN_16g02980,BCIN_04g04920
BCIN_10g00140,BCIN_04g04950
BCIN_15g01850,BCIN_04g04960
BCIN_10g04000,BCIN_04g05060
BCIN_04g04140,BCIN_04g05100
BCIN_09g01800,BCIN_04g05140
BCIN_04g05210,BCIN_04g05150
BCIN_07g02930,BCIN_04g05180
BCIN_08g04330,BCIN_04g05200
BCIN_03g05640,BCIN_04g05250
BCIN_04g00370,BCIN_04g05270
BCIN_13g05880,BCIN_04g05290
BCIN_04g03790,BCIN_04g05300
BCIN_07g03780,BCIN_04g05310
BCIN_04g03370,BCIN_04g05500
BCIN_11g03820,BCIN_04g05580
BCIN_01g06860,BCIN_04g05640
BCIN_14g04490,BCIN_04g05670
BCIN_03g08150,BCIN_04g05680
BCIN_15g03370,BCIN_04g05700
BCIN_16g02360,BCIN_04g05710
BCIN_14g01290,BCIN_04g05720
BCIN_03g05720,BCIN_04g05780
BCIN_10g05780,BCIN_04g05850
BCIN_06g04680,BCIN_04g05890
BCIN_03g02470,BCIN_04g05950
BCIN_02g04180,BCIN_04g06010
BCIN_07g03840,BCIN_04g06020
BCIN_01g06300,BCIN_04g06230
BCIN_15g02550,BCIN_04g06330
BCIN_01g05310,BCIN_04g06380
BCIN_04g06770,BCIN_04g06590
BCIN_15g04420,BCIN_04g06700
BCIN_11g01620,BCIN_04g06720
BCIN_07g03030,BCIN_04g06730
BCIN_05g07240,BCIN_04g06780
BCIN_11g04300,BCIN_04g06790
BCIN_16g05180,BCIN_04g06800
BCIN_07g06820,BCIN_04g06850
BCIN_03g05870,BCIN_04g06860
BCIN_01g07410,BCIN_04g06870
BCIN_04g03670,BCIN_04g06890
BCIN_12g03000,BCIN_05g00040
BCIN_04g04530,BCIN_05g00110
BCIN_10g03570,BCIN_05g00120
BCIN_06g05950,BCIN_05g00200
BCIN_16g02430,BCIN_05g00300
BCIN_06g04350,BCIN_05g00320
BCIN_16g03390,BCIN_05g00340
BCIN_02g07690,BCIN_05g00350
BCIN_06g02390,BCIN_05g00370
BCIN_03g03250,BCIN_05g00440
BCIN_08g04930,BCIN_05g00460
BCIN_11g05150,BCIN_05g00510
BCIN_01g00440,BCIN_05g00600
BCIN_05g06010,BCIN_05g00650
BCIN_08g02010,BCIN_05g00660
BCIN_13g03700,BCIN_05g00700
BCIN_02g00460,BCIN_05g00710
BCIN_01g00460,BCIN_05g00730
BCIN_09g04710,BCIN_05g00770
BCIN_15g02940,BCIN_05g00920
BCIN_07g00720,BCIN_05g01000
BCIN_04g00010,BCIN_05g01010
BCIN_03g06910,BCIN_05g01030
BCIN_12g03910,BCIN_05g01040
BCIN_01g06370,BCIN_05g01050
BCIN_13g05640,BCIN_05g01120
BCIN_01g06520,BCIN_05g01140
BCIN_07g06100,BCIN_05g01160
BCIN_01g04890,BCIN_05g01220
BCIN_04g04480,BCIN_05g01230
BCIN_08g00390,BCIN_05g01300
BCIN_04g01980,BCIN_05g01310
BCIN_05g05760,BCIN_05g01340
BCIN_09g01560,BCIN_05g01360
BCIN_07g04760,BCIN_05g01380
BCIN_05g04440,BCIN_05g01390
BCIN_02g01350,BCIN_05g01450
BCIN_06g02410,BCIN_05g01500
BCIN_15g02750,BCIN_05g01510
BCIN_01g04130,BCIN_05g01550
BCIN_09g02300,BCIN_05g01590
BCIN_06g07180,BCIN_05g01690
BCIN_09g03390,BCIN_05g01730
BCIN_16g02130,BCIN_05g01750
BCIN_10g02490,BCIN_05g01810
BCIN_09g07090,BCIN_05g02110
BCIN_12g02700,BCIN_05g02250
BCIN_08g04190,BCIN_05g02290
BCIN_01g01280,BCIN_05g02310
BCIN_13g02440,BCIN_05g02340
BCIN_02g04340,BCIN_05g02400
BCIN_02g04730,BCIN_05g02410
BCIN_01g07840,BCIN_05g02430
BCIN_02g08570,BCIN_05g02450
BCIN_05g01740,BCIN_05g02460
BCIN_08g06240,BCIN_05g02490
BCIN_12g06160,BCIN_05g02610
BCIN_02g08590,BCIN_05g02780
BCIN_01g00260,BCIN_05g02790
BCIN_11g02630,BCIN_05g02800
BCIN_13g01820,BCIN_05g02810
BCIN_15g02260,BCIN_05g02850
BCIN_07g02560,BCIN_05g02950
BCIN_10g04990,BCIN_05g03050
BCIN_09g00510,BCIN_05g03070
BCIN_08g05270,BCIN_05g03190
BCIN_16g03500,BCIN_05g03230
BCIN_14g03750,BCIN_05g03270
BCIN_16g01710,BCIN_05g03300
BCIN_12g05720,BCIN_05g03400
BCIN_06g00800,BCIN_05g03450
BCIN_10g05180,BCIN_05g03460
BCIN_12g03990,BCIN_05g03770
BCIN_04g05370,BCIN_05g03820
BCIN_11g04850,BCIN_05g03850
BCIN_15g00480,BCIN_05g03950
BCIN_09g05280,BCIN_05g03970
BCIN_15g01880,BCIN_05g04050
BCIN_15g00650,BCIN_05g04120
BCIN_12g03790,BCIN_05g04130
BCIN_03g05700,BCIN_05g04190
BCIN_06g05130,BCIN_05g04200
BCIN_11g03180,BCIN_05g04210
BCIN_06g05770,BCIN_05g04270
BCIN_08g04560,BCIN_05g04310
BCIN_02g00080,BCIN_05g04330
BCIN_09g01830,BCIN_05g04360
BCIN_13g05250,BCIN_05g04380
BCIN_15g00540,BCIN_05g04400
BCIN_03g03900,BCIN_05g04420
BCIN_07g03160,BCIN_05g04430
BCIN_13g00960,BCIN_05g04610
BCIN_01g01350,BCIN_05g04660
BCIN_14g03780,BCIN_05g04790
BCIN_05g01640,BCIN_05g04920
BCIN_07g03170,BCIN_05g04930
BCIN_02g06440,BCIN_05g04950
BCIN_10g03700,BCIN_05g04990
BCIN_08g02140,BCIN_05g05000
BCIN_07g05470,BCIN_05g05060
BCIN_08g02990,BCIN_05g05070
BCIN_07g05340,BCIN_05g05160
BCIN_15g02190,BCIN_05g05200
BCIN_04g06450,BCIN_05g05210
BCIN_16g00230,BCIN_05g05220
BCIN_06g02550,BCIN_05g05260
BCIN_10g01870,BCIN_05g05300
BCIN_13g03730,BCIN_05g05310
BCIN_09g03880,BCIN_05g05360
BCIN_16g02020,BCIN_05g05550
BCIN_01g00380,BCIN_05g05560
BCIN_13g01430,BCIN_05g05580
BCIN_12g00460,BCIN_05g05720
BCIN_08g01550,BCIN_05g05790
BCIN_13g05350,BCIN_05g05810
BCIN_10g05150,BCIN_05g05830
BCIN_07g03440,BCIN_05g05860
BCIN_07g04720,BCIN_05g05870
BCIN_07g02480,BCIN_05g06030
BCIN_03g00520,BCIN_05g06190
BCIN_15g01920,BCIN_05g06210
BCIN_02g02780,BCIN_05g06240
BCIN_01g00850,BCIN_05g06250
BCIN_06g00230,BCIN_05g06270
BCIN_13g05780,BCIN_05g06280
BCIN_12g01140,BCIN_05g06290
BCIN_12g00170,BCIN_05g06350
BCIN_16g01590,BCIN_05g06430
BCIN_12g06810,BCIN_05g06450
BCIN_03g01260,BCIN_05g06550
BCIN_09g06170,BCIN_05g06570
BCIN_01g09360,BCIN_05g06600
BCIN_15g03380,BCIN_05g06710
BCIN_02g07190,BCIN_05g06790
BCIN_09g04030,BCIN_05g06840
BCIN_03g06720,BCIN_05g06850
BCIN_06g07320,BCIN_05g06890
BCIN_01g08230,BCIN_05g06900
BCIN_12g03840,BCIN_05g06910
BCIN_11g00360,BCIN_05g06940
BCIN_10g04600,BCIN_05g07010
BCIN_13g03100,BCIN_05g07020
BCIN_07g03240,BCIN_05g07060
BCIN_06g00365,BCIN_05g07070
BCIN_12g06630,BCIN_05g07080
BCIN_06g02520,BCIN_05g07090
BCIN_03g05080,BCIN_05g07130
BCIN_06g07100,BCIN_05g07140
BCIN_10g02380,BCIN_05g07280
BCIN_07g00050,BCIN_05g07310
BCIN_01g07100,BCIN_05g07440
BCIN_13g03020,BCIN_05g07510
BCIN_10g03970,BCIN_05g07580
BCIN_09g01640,BCIN_05g07590
BCIN_13g04150,BCIN_05g07630
BCIN_03g08450,BCIN_05g07690
BCIN_10g06050,BCIN_05g07790
BCIN_11g03060,BCIN_05g07920
BCIN_16g00720,BCIN_05g08020
BCIN_15g05470,BCIN_05g08110
BCIN_07g03890,BCIN_05g08130
BCIN_04g00250,BCIN_05g08140
BCIN_11g03370,BCIN_05g08170
BCIN_15g02630,BCIN_05g08180
BCIN_14g04030,BCIN_05g08270
BCIN_07g00710,BCIN_05g08320
BCIN_13g00570,BCIN_05g08330
BCIN_06g00340,BCIN_05g08340
BCIN_07g02800,BCIN_06g00022
BCIN_01g03470,BCIN_06g00140
BCIN_03g01840,BCIN_06g00150
BCIN_16g04280,BCIN_06g00330
BCIN_02g03060,BCIN_06g00400
BCIN_13g05150,BCIN_06g00410
BCIN_05g05140,BCIN_06g00550
BCIN_07g02780,BCIN_06g00580
BCIN_14g05330,BCIN_06g00640
BCIN_01g01240,BCIN_06g00670
BCIN_08g03110,BCIN_06g00740
BCIN_03g08220,BCIN_06g00810
BCIN_09g03440,BCIN_06g00820
BCIN_09g03930,BCIN_06g00830
BCIN_14g02480,BCIN_06g00920
BCIN_03g06150,BCIN_06g01000
BCIN_13g05720,BCIN_06g01090
BCIN_02g04330,BCIN_06g01200
BCIN_15g00950,BCIN_06g01220
BCIN_05g00580,BCIN_06g01260
BCIN_11g00610,BCIN_06g01270
BCIN_06g03480,BCIN_06g01290
BCIN_12g04520,BCIN_06g01300
BCIN_15g01910,BCIN_06g01320
BCIN_07g05300,BCIN_06g01370
BCIN_09g06500,BCIN_06g01560
BCIN_12g03190,BCIN_06g01580
BCIN_15g03750,BCIN_06g01590
BCIN_05g06100,BCIN_06g01600
BCIN_07g04160,BCIN_06g01680
BCIN_08g03140,BCIN_06g01690
BCIN_16g01050,BCIN_06g01700
BCIN_03g01480,BCIN_06g01710
BCIN_03g01610,BCIN_06g01730
BCIN_15g05420,BCIN_06g01750
BCIN_02g00660,BCIN_06g01810
BCIN_06g02830,BCIN_06g01820
BCIN_05g03920,BCIN_06g01830
BCIN_12g01640,BCIN_06g01900
BCIN_10g03610,BCIN_06g01910
BCIN_08g00290,BCIN_06g02010
BCIN_10g02620,BCIN_06g02020
BCIN_08g04080,BCIN_06g02040
BCIN_07g05960,BCIN_06g02050
BCIN_14g05570,BCIN_06g02130
BCIN_03g07850,BCIN_06g02140
BCIN_07p03530,BCIN_06g02190
BCIN_04g06550,BCIN_06g02270
BCIN_05g02130,BCIN_06g02280
BCIN_11g01290,BCIN_06g02290
BCIN_12g02990,BCIN_06g02300
BCIN_04g04120,BCIN_06g02340
BCIN_05g01060,BCIN_06g02350
BCIN_06g05450,BCIN_06g02430
BCIN_03g06210,BCIN_06g02460
BCIN_11g05890,BCIN_06g02500
BCIN_08g02940,BCIN_06g02560
BCIN_06g06190,BCIN_06g02760
BCIN_05g06120,BCIN_06g02770
BCIN_03g00240,BCIN_06g02960
BCIN_01g05290,BCIN_06g03010
BCIN_02g02600,BCIN_06g03050
BCIN_09g02280,BCIN_06g03360
BCIN_13g05240,BCIN_06g03370
BCIN_02g03770,BCIN_06g03380
BCIN_01g09690,BCIN_06g03390
BCIN_07g00070,BCIN_06g03410
BCIN_04g03770,BCIN_06g03440
BCIN_14g00300,BCIN_06g03450
BCIN_06g05570,BCIN_06g03490
BCIN_06g05440,BCIN_06g03500
BCIN_11g04740,BCIN_06g03510
BCIN_07g01050,BCIN_06g03520
BCIN_13g00390,BCIN_06g03630
BCIN_05g04230,BCIN_06g03640
BCIN_03g02570,BCIN_06g03660
BCIN_15g03700,BCIN_06g03760
BCIN_02g08330,BCIN_06g03850
BCIN_02g01470,BCIN_06g03940
BCIN_03g08190,BCIN_06g04010
BCIN_06g05100,BCIN_06g04050
BCIN_08g04200,BCIN_06g04120
BCIN_01g06280,BCIN_06g04200
BCIN_12g03230,BCIN_06g04330
BCIN_01g09550,BCIN_06g04340
BCIN_02g01620,BCIN_06g04380
BCIN_16g03520,BCIN_06g04390
BCIN_01g08650,BCIN_06g04470
BCIN_09g06150,BCIN_06g04560
BCIN_03g06460,BCIN_06g04590
BCIN_11g06320,BCIN_06g04600
BCIN_10g05440,BCIN_06g04660
BCIN_15g00360,BCIN_06g04730
BCIN_10g03010,BCIN_06g04740
BCIN_10g00630,BCIN_06g04840
BCIN_01g10780,BCIN_06g04850
BCIN_05g07450,BCIN_06g04860
BCIN_10g02230,BCIN_06g04910
BCIN_16g01780,BCIN_06g04960
BCIN_08g03430,BCIN_06g04980
BCIN_04g01750,BCIN_06g05020
BCIN_03g08170,BCIN_06g05050
BCIN_06g02380,BCIN_06g05070
BCIN_08g04620,BCIN_06g05090
BCIN_09g05970,BCIN_06g05350
BCIN_13g02150,BCIN_06g05360
BCIN_11g03950,BCIN_06g05370
BCIN_09g01770,BCIN_06g05400
BCIN_01g07690,BCIN_06g05470
BCIN_01g08370,BCIN_06g05670
BCIN_09g06200,BCIN_06g05720
BCIN_11g06270,BCIN_06g05740
BCIN_14g03200,BCIN_06g05750
BCIN_02g06780,BCIN_06g05890
BCIN_12g05140,BCIN_06g05910
BCIN_12g03200,BCIN_06g05990
BCIN_02g04130,BCIN_06g06000
BCIN_09g02960,BCIN_06g06010
BCIN_01g00430,BCIN_06g06020
BCIN_06g05880,BCIN_06g06030
BCIN_01g07850,BCIN_06g06070
BCIN_07g01410,BCIN_06g06130
BCIN_10g05050,BCIN_06g06150
BCIN_05g03420,BCIN_06g06230
BCIN_13g03110,BCIN_06g06240
BCIN_04g02210,BCIN_06g06250
BCIN_09g07110,BCIN_06g06340
BCIN_11g04270,BCIN_06g06380
BCIN_02g03410,BCIN_06g06430
BCIN_11g02650,BCIN_06g06440
BCIN_05g03680,BCIN_06g06460
BCIN_05g03180,BCIN_06g06610
BCIN_04g06760,BCIN_06g06700
BCIN_12g01440,BCIN_06g06720
BCIN_05g05150,BCIN_06g06870
BCIN_06g04360,BCIN_06g06880
BCIN_15g00240,BCIN_06g06890
BCIN_04g06750,BCIN_06g06900
BCIN_02g08700,BCIN_06g07090
BCIN_01g01150,BCIN_06g07150
BCIN_01g05480,BCIN_06g07210
BCIN_13g02450,BCIN_06g07240
BCIN_04g00450,BCIN_06g07250
BCIN_10g05990,BCIN_06g07260
BCIN_10g01000,BCIN_06g07300
BCIN_03g00070,BCIN_06g07370
BCIN_02g00640,BCIN_06g07380
BCIN_02g01840,BCIN_06g07420
BCIN_01g07710,BCIN_06g07540
BCIN_12g05370,BCIN_06g07610
BCIN_08g01830,BCIN_07g00110
BCIN_04g05900,BCIN_07g00140
BCIN_11g05810,BCIN_07g00160
BCIN_01g09330,BCIN_07g00170
BCIN_06g01410,BCIN_07g00250
BCIN_02g01780,BCIN_07g00290
BCIN_13g05140,BCIN_07g00300
BCIN_14g05050,BCIN_07g00310
BCIN_11g04240,BCIN_07g00460
BCIN_02g08400,BCIN_07g00650
BCIN_05g06150,BCIN_07g00660
BCIN_02g06600,BCIN_07g00680
BCIN_03g07320,BCIN_07g00740
BCIN_07g02310,BCIN_07g00770
BCIN_12g03550,BCIN_07g00810
BCIN_12g00320,BCIN_07g00870
BCIN_04g04220,BCIN_07g00950
BCIN_02g06610,BCIN_07g00960
BCIN_02g01770,BCIN_07g00970
BCIN_10g01220,BCIN_07g00980
BCIN_01g05040,BCIN_07g00990
BCIN_10g02460,BCIN_07g01000
BCIN_16g03290,BCIN_07g01010
BCIN_14g00850,BCIN_07g01130
BCIN_12g00560,BCIN_07g01200
BCIN_11g04310,BCIN_07g01250
BCIN_01g06710,BCIN_07g01330
BCIN_15g00760,BCIN_07g01420
BCIN_01g06720,BCIN_07g01520
BCIN_10g05420,BCIN_07g01530
BCIN_16g01110,BCIN_07g01590
BCIN_04g04210,BCIN_07g01690
BCIN_10g03490,BCIN_07g01710
BCIN_06g06730,BCIN_07g01720
BCIN_02g08300,BCIN_07g01790
BCIN_08g06630,BCIN_07g01820
BCIN_01g07720,BCIN_07g01830
BCIN_03g06200,BCIN_07g01890
BCIN_14g02530,BCIN_07g01990
BCIN_11g00420,BCIN_07g02000
BCIN_16g03610,BCIN_07g02080
BCIN_05g01130,BCIN_07g02180
BCIN_03g02790,BCIN_07g02370
BCIN_13g03940,BCIN_07g02500
BCIN_09g00960,BCIN_07g02520
BCIN_06g01630,BCIN_07g02540
BCIN_01g05680,BCIN_07g02550
BCIN_13g01790,BCIN_07g02590
BCIN_13g03430,BCIN_07g02610
BCIN_05g08290,BCIN_07g02640
BCIN_06g04800,BCIN_07g02650
BCIN_05g00150,BCIN_07g02670
BCIN_03g08490,BCIN_07g02750
BCIN_04g02350,BCIN_07g02760
BCIN_06g06770,BCIN_07g02840
BCIN_05g03290,BCIN_07g02850
BCIN_01g04910,BCIN_07g02940
BCIN_06g02950,BCIN_07g02990
BCIN_15g00570,BCIN_07g03000
BCIN_01g03740,BCIN_07g03020
BCIN_14g00350,BCIN_07g03090
BCIN_04g03360,BCIN_07g03290
BCIN_16g00730,BCIN_07g03420
BCIN_11g03290,BCIN_07g03430
BCIN_09g05310,BCIN_07g03760
BCIN_04g01300,BCIN_07g03820
BCIN_11g05110,BCIN_07g04010
BCIN_01g08320,BCIN_07g04110
BCIN_12g06120,BCIN_07g04230
BCIN_05g05390,BCIN_07g04250
BCIN_02g03950,BCIN_07g04280
BCIN_01g09300,BCIN_07g04290
BCIN_01g00160,BCIN_07g04370
BCIN_01g05890,BCIN_07g04380
BCIN_05g05330,BCIN_07g04400
BCIN_04g03050,BCIN_07g04460
BCIN_16g01140,BCIN_07g04470
BCIN_02g01120,BCIN_07g04480
BCIN_02g08320,BCIN_07g04510
BCIN_06g06110,BCIN_07g04660
BCIN_07g03270,BCIN_07g04690
BCIN_04g01490,BCIN_07g04800
BCIN_04g06100,BCIN_07g04830
BCIN_06g05730,BCIN_07g04850
BCIN_13g03320,BCIN_07g04930
BCIN_01g02820,BCIN_07g04990
BCIN_11g03970,BCIN_07g05140
BCIN_02g05070,BCIN_07g05210
BCIN_01g08390,BCIN_07g05240
BCIN_07g04170,BCIN_07g05250
BCIN_13g03350,BCIN_07g05270
BCIN_10g05540,BCIN_07g05290
BCIN_10g06130,BCIN_07g05530
BCIN_11g06050,BCIN_07g05540
BCIN_01g06250,BCIN_07g05550
BCIN_03g04800,BCIN_07g05560
BCIN_16g00090,BCIN_07g05610
BCIN_13g03950,BCIN_07g05630
BCIN_08g02950,BCIN_07g05640
BCIN_08g07010,BCIN_07g05760
BCIN_02g04000,BCIN_07g05810
BCIN_10g01880,BCIN_07g05890
BCIN_09g05840,BCIN_07g05910
BCIN_04g03120,BCIN_07g06140
BCIN_16g02710,BCIN_07g06160
BCIN_15g01570,BCIN_07g06170
BCIN_11g05610,BCIN_07g06180
BCIN_08g06110,BCIN_07g06220
BCIN_01g07810,BCIN_07g06300
BCIN_03g04080,BCIN_07g06320
BCIN_08g03840,BCIN_07g06330
BCIN_08g05150,BCIN_07g06370
BCIN_12g06760,BCIN_07g06440
BCIN_11g05420,BCIN_07g06540
BCIN_05g05290,BCIN_07g06550
BCIN_01g02310,BCIN_07g06570
BCIN_11g06210,BCIN_07g06580
BCIN_12g06170,BCIN_07g06590
BCIN_03g08660,BCIN_07g06620
BCIN_03g04790,BCIN_07g06670
BCIN_11g02980,BCIN_07g06690
BCIN_10g05380,BCIN_07g06700
BCIN_08g00770,BCIN_07g06710
BCIN_01g04270,BCIN_07g06720
BCIN_11g04960,BCIN_07g06730
BCIN_10g01960,BCIN_07g06800
BCIN_14g00730,BCIN_07g06910
BCIN_14g03150,BCIN_07g07000
BCIN_01g01010,BCIN_07g07060
BCIN_11g04280,BCIN_07g07080
BCIN_03g04610,BCIN_07g07090
BCIN_01g10000,BCIN_07g07100
BCIN_13g04910,BCIN_08g00070
BCIN_10g00750,BCIN_08g00080
BCIN_04g03160,BCIN_08g00090
BCIN_16g01920,BCIN_08g00100
BCIN_12g01480,BCIN_08g00110
BCIN_05g01850,BCIN_08g00140
BCIN_03g03940,BCIN_08g00260
BCIN_10g04820,BCIN_08g00270
BCIN_15g01020,BCIN_08g00340
BCIN_10g03000,BCIN_08g00380
BCIN_07g05490,BCIN_08g00400
BCIN_09g04100,BCIN_08g00410
BCIN_11g02930,BCIN_08g00420
BCIN_05g02140,BCIN_08g00470
BCIN_02g00900,BCIN_08g00590
BCIN_02g02240,BCIN_08g00620
BCIN_08g06140,BCIN_08g00640
BCIN_14g01300,BCIN_08g00650
BCIN_05g05320,BCIN_08g00660
BCIN_14g03600,BCIN_08g00710
BCIN_05g02960,BCIN_08g00890
BCIN_12g00040,BCIN_08g00910
BCIN_02g07850,BCIN_08g00930
BCIN_09g06120,BCIN_08g00950
BCIN_06g07570,BCIN_08g00990
BCIN_09g02820,BCIN_08g01000
BCIN_06g00060,BCIN_08g01010
BCIN_07g04870,BCIN_08g01050
BCIN_06g00960,BCIN_08g01200
BCIN_06g01460,BCIN_08g01260
BCIN_03g04590,BCIN_08g01400
BCIN_13g05710,BCIN_08g01450
BCIN_06g05960,BCIN_08g01460
BCIN_16g02040,BCIN_08g01520
BCIN_11g06100,BCIN_08g01640
BCIN_07g04330,BCIN_08g01690
BCIN_08g02900,BCIN_08g01890
BCIN_09g03430,BCIN_08g01910
BCIN_09g03210,BCIN_08g01980
BCIN_16g01280,BCIN_08g01990
BCIN_02g06710,BCIN_08g02020
BCIN_04g01850,BCIN_08g02110
BCIN_07g03490,BCIN_08g02120
BCIN_10g02870,BCIN_08g02170
BCIN_15g01370,BCIN_08g02250
BCIN_02g08180,BCIN_08g02270
BCIN_02g07290,BCIN_08g02330
BCIN_02g01930,BCIN_08g02510
BCIN_03g02580,BCIN_08g02740
BCIN_01g09810,BCIN_08g02810
BCIN_01g09040,BCIN_08g02820
BCIN_02g03520,BCIN_08g02830
BCIN_02g01280,BCIN_08g02860
BCIN_09g02810,BCIN_08g03010
BCIN_07g02790,BCIN_08g03080
BCIN_05g03150,BCIN_08g03130
BCIN_02g06940,BCIN_08g03170
BCIN_09g07030,BCIN_08g03200
BCIN_07g04070,BCIN_08g03210
BCIN_09g00140,BCIN_08g03220
BCIN_01g04700,BCIN_08g03230
BCIN_04g00890,BCIN_08g03420
BCIN_11g05140,BCIN_08g03480
BCIN_12g05240,BCIN_08g03570
BCIN_07g05430,BCIN_08g03580
BCIN_01g07770,BCIN_08g03590
BCIN_15g05090,BCIN_08g03610
BCIN_03g05120,BCIN_08g03620
BCIN_09g01740,BCIN_08g03710
BCIN_12g01560,BCIN_08g03880
BCIN_08g02530,BCIN_08g03890
BCIN_01g08760,BCIN_08g03970
BCIN_07g04300,BCIN_08g04030
BCIN_03g05880,BCIN_08g04130
BCIN_08g01040,BCIN_08g04150
BCIN_07g06150,BCIN_08g04220
BCIN_01g10690,BCIN_08g04250
BCIN_14g03830,BCIN_08g04260
BCIN_05g01830,BCIN_08g04320
BCIN_05g08030,BCIN_08g04380
BCIN_10g03870,BCIN_08g04430
BCIN_13g05440,BCIN_08g04470
BCIN_05g07670,BCIN_08g04500
BCIN_04g01860,BCIN_08g04510
BCIN_04g01160,BCIN_08g04520
BCIN_12g01280,BCIN_08g04540
BCIN_02g04980,BCIN_08g04610
BCIN_15g00580,BCIN_08g04670
BCIN_04g03090,BCIN_08g04700
BCIN_08g04350,BCIN_08g04710
BCIN_13g01760,BCIN_08g04730
BCIN_03g06920,BCIN_08g04740
BCIN_12g02940,BCIN_08g04760
BCIN_03g00430,BCIN_08g04770
BCIN_16g03440,BCIN_08g04790
BCIN_03g09140,BCIN_08g04840
BCIN_11g03620,BCIN_08g04860
BCIN_09g06140,BCIN_08g04880
BCIN_10g02850,BCIN_08g04910
BCIN_12g03150,BCIN_08g04970
BCIN_15g03150,BCIN_08g05060
