Gene_ID,Gene_Name,logFC,logCPM,LR,PValue,FDR,Regulation
BCIN_07g00950,Uncharacterized,-9.80786327733975,5.45793097625106,1202.28753648496,1.94157439197949e-263,8.35556539588373e-260,DOWN
BCIN_15g05670,Uncharacterized,-10.3983841141553,7.17775985045669,1175.41946951846,1.34084987810679e-257,3.8468983002883904e-254,DOWN
BCIN_10g05950,Bcpac1,-11.0047031199299,8.01433547762016,764.39331422986,2.9772556301624796e-168,4.27087320146808e-165,DOWN
BCIN_12g01030,Uncharacterized,-9.12148468977028,9.05728148744776,628.587675248387,1.01388704922635e-138,9.69613981410132e-136,DOWN
BCIN_06g05050,Uncharacterized,-9.29759146241318,7.91679583436314,622.944180833305,1.71163426355183e-137,1.4732036106390598e-134,DOWN
BCIN_03g05230,Uncharacterized,-7.5166590247613,7.36987732944873,558.81493693518,1.52198571562807e-123,1.0916442545342302e-120,DOWN
BCIN_02g03480,Uncharacterized,-4.36285477772377,5.077448709629,507.625851107588,2.0833576178023504e-112,1.12071618852655e-109,DOWN
BCIN_03g02600,Uncharacterized,-3.37622741499614,4.28931325826793,469.574766232226,3.9655440967347704e-104,1.79639147582085e-101,DOWN
BCIN_01g09950,Uncharacterized,-4.21367070035209,12.3792019821428,459.614999063248,5.8300757085018996e-102,2.50897308115379e-99,DOWN
BCIN_07g04370,Uncharacterized,-3.71134485883166,6.29638489713739,449.113992649472,1.12443851680971e-99,4.60859157818152e-97,DOWN
BCIN_10g05630,Uncharacterized,-5.20130089295833,6.88127821129399,448.977911206151,1.20379057645309e-99,4.70955704160533e-97,DOWN
BCIN_07g00970,Uncharacterized,-4.46946120659192,5.94130585651882,445.700309717856,6.22095477162037e-99,2.32798946605811e-96,DOWN
BCIN_03g02050,Uncharacterized,-3.19379110092628,5.303481952225,440.332704036197,9.16298675794829e-98,3.15463308102644e-95,DOWN
BCIN_12g01020,Bcoah,-10.8589278020018,12.6759339842276,432.024326660949,5.89244990666703e-96,1.95062755179551e-93,DOWN
BCIN_04g03320,Bcnrk1,-2.74934239826879,5.71062488973025,423.981141376,3.31828261823758e-94,9.848433963852009e-92,DOWN
BCIN_03g00700,Uncharacterized,-3.11848688480157,3.96941771522148,423.085720645632,5.19766705200175e-94,1.4912106772193e-91,DOWN
BCIN_12g05550,Uncharacterized,-4.77779206723016,10.0841763004606,421.040301662728,1.44881510880357e-93,3.8968598879601e-91,DOWN
BCIN_07g00960,Uncharacterized,-4.25770740790472,6.75763582706291,412.893447033402,8.596124522793439e-92,2.17608364022598e-89,DOWN
