Gene_ID,Gene_Name,logFC,logCPM,LR,PValue,FDR,Regulation
BCIN_01g03500,Uncharacterized,-0.645565505709638,7.67943980314983,15.8226243306614,6.95657082727641e-05,0.0003229514838746,DOWN
BCIN_05g01460,Uncharacterized,-1.76554996072752,3.08547795929818,15.8204718260608,6.96448898553395e-05,0.0003231447800457,DOWN
BCIN_08g04520,Uncharacterized,-0.639413607286469,4.36555142255223,15.7471689894815,7.23961991086055e-05,0.0003351877814565,DOWN
BCIN_12g05210,Bcmdh1,-0.679112503215469,10.010636760579,15.7353514657029,7.28498756187879e-05,0.0003371069244359,DOWN
BCIN_15g00390,Uncharacterized,-0.568742402848613,5.10384785091572,15.7334649025812,7.29225653216189e-05,0.0003372619665358,DOWN
BCIN_08g00680,Uncharacterized,-0.685609832037908,7.00149714144673,15.6986423611437,7.42774656380763e-05,0.0003431936087402,DOWN
BCIN_12g00350,Uncharacterized,-0.719984474023567,5.01232361824855,15.6950734849661,7.44177489009127e-05,0.0003436231570762,DOWN
BCIN_08g00100,Uncharacterized,-0.826903045802969,2.81045577438228,15.6819233726396,7.49369499748904e-05,0.0003456496936944,DOWN
BCIN_14g01730,Bcg2,-0.581475429964318,8.46861542549142,15.6449914156671,7.64146934436374e-05,0.0003517119072028,DOWN
BCIN_01g08280,Bcade8,-0.61105134571836,5.75726733381193,15.6293384601427,7.70498217222051e-05,0.0003544456523586,DOWN
BCIN_12g05690,Bcgst20,-0.827124687569925,4.74698426745499,15.5773578538804,7.91973181283738e-05,0.0003637413645309,DOWN
BCIN_06g02020,Bcap11,-0.883130483055632,5.53278483829082,15.5675056846258,7.96110830022948e-05,0.0003652519143927,DOWN
BCIN_02g00008,Uncharacterized,-0.749126882597653,4.17686625744251,15.5359434254401,8.09513148468941e-05,0.0003712029658429,DOWN
BCIN_15g03860,Uncharacterized,-1.50277605498998,3.44314913541126,15.5136377373137,8.19121523455369e-05,0.0003752090980511,DOWN
BCIN_08g00310,Uncharacterized,-0.967951873081233,6.43288073882459,15.4959808171031,8.26808700084621e-05,0.0003781265930727,DOWN
BCIN_05g02490,Bcmxr1,-0.870138318607697,4.95445915718979,15.4903477318826,8.29276378785171e-05,0.0003790537329901,DOWN
BCIN_05g01730,Uncharacterized,-0.713684138394926,5.01316160885681,15.4833517183947,8.32351432636856e-05,0.0003800556382337,DOWN
BCIN_08g03970,Uncharacterized,-0.488315252328911,5.72911112288728,15.4336740999007,8.54519421711245e-05,0.000389351437939,DOWN
BCIN_02g00200,Bcslx1,-0.683342198880062,4.32134753981449,15.4304630925312,8.55972564299119e-05,0.0003898071884085,DOWN
BCIN_11g05570,Bcmic26,-0.473951249066559,7.62427275898109,15.3827726622865,8.77849920654306e-05,0.0003993474771179,DOWN
BCIN_05g01720,Uncharacterized,-0.592781271000006,4.78191166158883,15.3580327983047,8.89419761080356e-05,0.0004040368311269,DOWN
BCIN_13g02460,Uncharacterized,-0.944827833251779,4.24318931714464,15.3441536985913,8.95977515645418e-05,0.0004060915469805,DOWN
BCIN_10g05590,Uncharacterized,-1.34163293183018,5.68479490046546,15.3373702802581,8.99200300385045e-05,0.0004073377360744,DOWN
BCIN_16g05000,Uncharacterized,-0.672763906954326,6.39426351653154,15.2962016053249,9.19011195197483e-05,0.0004154374662323,DOWN
BCIN_02g01650,Uncharacterized,-0.569788786905087,4.81347285158634,15.2605203536673,9.36536453090484e-05,0.0004229154906479,DOWN
BCIN_05g02780,Uncharacterized,-0.443575079636912,6.87827216842727,15.2367260768568,9.48409815652915e-05,0.0004273802766138,DOWN
